Order ID,Status,seller city,seller state,seller-postal-code,ship-country,B2B
403-8924591-8659559,Shipped,ISAGARH,MADHYA PRADESH,473335,IN,FALSE
404-8989868-5325929,Shipped,NASHIK,MAHARASHTRA,422013,IN,FALSE
408-4858328-8941104,Cancelled,MORADABAD,UTTAR PRADESH,244001,IN,FALSE
407-8910545-4029964,Cancelled,NOIDA,UTTAR PRADESH,201304,IN,FALSE
404-9817487-8322703,Shipped,DEORIA,UTTAR PRADESH,274602,IN,FALSE
171-7758250-6622740,Shipped,NEW DELHI,DELHI,110002,IN,FALSE
402-2191949-0899524,Shipped,Kalyan,MAHARASHTRA,421204,IN,FALSE
171-1711118-6138764,Shipped,MANGALURU,KARNATAKA,575029,IN,FALSE
404-9231673-5888367,Shipped,joshi road karol bagh new Delhi,Delhi,110005,IN,FALSE
407-9040108-6689964,Shipped - Delivered to Buyer,KANPUR,UTTAR PRADESH,208001,IN,FALSE
408-7843376-7307514,Shipped - Delivered to Buyer,NEW DELHI,DELHI,110062,IN,FALSE
402-6880220-5223545,Shipped,THANE,MAHARASHTRA,401107,IN,FALSE
403-9422897-6435506,Shipped,GURUGRAM,HARYANA,122017,IN,FALSE
407-1233874-0563510,Shipped - Delivered to Buyer,JAIPUR,RAJASTHAN,302019,IN,FALSE
405-6168082-3380362,Shipped,MUMBAI,MAHARASHTRA,400069,IN,FALSE
407-3747599-6128305,Shipped,VISAKHAPATNAM,ANDHRA PRADESH,530026,IN,FALSE
402-5201553-6325907,Cancelled,JAMSHEDPUR,JHARKHAND,831009,IN,FALSE
408-9008620-6061118,Shipped - Returned to Seller,THANE,MAHARASHTRA,400615,IN,FALSE
171-7890160-8852316,Shipped - Delivered to Buyer,AVANIGADDA,ANDHRA PRADESH,521121,IN,FALSE
171-6289011-1937908,Shipped,NOIDA,UTTAR PRADESH,201301,IN,FALSE
171-1910092-3713144,Shipped - Delivered to Buyer,NOIDA,UTTAR PRADESH,201301,IN,FALSE
407-8103303-9578732,Shipped,RAIGARH MH,MAHARASHTRA,410210,IN,FALSE
404-3034187-1901108,Shipped,Maheswaram mandal,TELANGANA,501359,IN,FALSE
406-6469499-6291525,Shipped,HYDERABAD,TELANGANA,500072,IN,FALSE
406-7469828-9698734,Shipped,THANE west,MAHARASHTRA,400615,IN,FALSE
408-8021858-7145918,Shipped,CHENNAI,TAMIL NADU,600123,IN,FALSE
404-1878228-2086766,Cancelled,KHARAGPUR,WEST BENGAL,721126,IN,FALSE
407-0693936-4927507,Cancelled,ALLAHABAD,UTTAR PRADESH,211002,IN,FALSE
406-4796841-5342705,Shipped - Delivered to Buyer,NAVSARI,Gujarat,396445,IN,FALSE
404-7100189-6173140,Cancelled,joshi road karol bagh new Delhi,Delhi,110005,IN,FALSE
404-2039483-5926748,Shipped,KHARAGPUR,WEST BENGAL,721126,IN,FALSE
408-9273940-2609910,Shipped,CHANDIGARH,CHANDIGARH,160014,IN,FALSE
171-2687114-9951522,Shipped,PUNE,MAHARASHTRA,411045,IN,FALSE
408-5511269-0005127,Shipped,UTEKHOL,MAHARASHTRA,402104,IN,FALSE
171-7971829-2579506,Shipped,MUMBAI,MAHARASHTRA,400101,IN,FALSE
402-1445058-5329108,Shipped,SHIMLA,HIMACHAL PRADESH,171301,IN,FALSE
171-6254071-4842708,Shipped,Mysore,KARNATAKA,570009,IN,FALSE
405-4998920-1907527,Shipped,ANANTAPUR,ANDHRA PRADESH,515001,IN,FALSE
405-8095930-4607525,Shipped,THIRUVANANTHAPURAM,KERALA,695608,IN,FALSE
408-9626669-3677108,Shipped,NOIDA,UTTAR PRADESH,201301,IN,FALSE
402-7175455-3071529,Shipped,Payyannur,KERALA,670307,IN,FALSE
402-4307563-5344365,Shipped,NAVI MUMBAI,MAHARASHTRA,400708,IN,FALSE
404-6639541-3079523,Shipped - Delivered to Buyer,KARANJA Lad,MAHARASHTRA,444105,IN,FALSE
404-8066204-0050714,Shipped,SAMASTIPUR,BIHAR,848101,IN,FALSE
403-3580507-3769138,Cancelled,AHMEDABAD,Gujarat,380008,IN,FALSE
403-2394041-2238759,Shipped,OSMANABAD,MAHARASHTRA,413501,IN,FALSE
171-6587457-1721158,Cancelled,CHENNAI,TAMIL NADU,600117,IN,FALSE
403-3518985-7306764,Cancelled,MUMBAI,MAHARASHTRA,400028,IN,FALSE
408-0816949-6325917,Shipped,RAICHUR,KARNATAKA,584102,IN,FALSE
407-9503688-3348349,Shipped,Pune,MAHARASHTRA,411007,IN,FALSE
402-5934848-4963539,Shipped,ANDIPATTI JAKKAMPATTI,TAMIL NADU,625512,IN,FALSE
404-3392472-8443503,Cancelled,MARGAO,GOA,403709,IN,FALSE
408-5834570-5564310,Shipped,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE
405-8897181-5519553,Shipped,KOLKATA,WEST BENGAL,700101,IN,FALSE
405-2055215-2082755,Shipped,CHANDIGARH,CHANDIGARH,160036,IN,FALSE
402-3570318-5723525,Shipped,KARWAR,KARNATAKA,581301,IN,FALSE
402-0156022-5785928,Shipped,LUCKNOW,UTTAR PRADESH,226022,IN,FALSE
405-5888545-1453956,Shipped,NEW DELHI,DELHI,110075,IN,FALSE
171-5717062-0793940,Shipped,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE
171-3901263-9461117,Shipped,FARIDABAD,HARYANA,121002,IN,TRUE
404-1990687-3297139,Cancelled,NELLORE,ANDHRA PRADESH,524002,IN,FALSE
408-9120240-9572348,Shipped,PANCHKULA,HARYANA,134113,IN,FALSE
406-8722175-1999503,Shipped,JABALPUR,MADHYA PRADESH,482001,IN,FALSE
402-1689265-3757967,Shipped,AGARTALA,TRIPURA,799001,IN,FALSE
403-4842065-7357115,Shipped,HYDERABAD,TELANGANA,500048,IN,FALSE
408-4559676-3585900,Shipped,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE
407-4937872-6083528,Shipped - Delivered to Buyer,HYDERABAD,TELANGANA,500008,IN,FALSE
403-6017656-0910755,Cancelled,NEW DELHI,DELHI,110095,IN,FALSE
405-0532803-0120331,Shipped - Delivered to Buyer,AHMEDABAD,Gujarat,380015,IN,FALSE
405-0567281-0077956,Shipped,MUMBAI,MAHARASHTRA,400030,IN,FALSE
405-9954704-7596311,Shipped,VIJAYAWADA,ANDHRA PRADESH,520008,IN,FALSE
407-7452730-8781957,Shipped,MAHNAR BAZAR,BIHAR,844504,IN,FALSE
405-4802278-1130767,Shipped,CHANDIGARH,CHANDIGARH,160014,IN,FALSE
405-6118267-4453135,Shipped - Delivered to Buyer,HAZARIBAGH,JHARKHAND,825301,IN,FALSE
408-7024102-0680315,Shipped,PATNA,BIHAR,800014,IN,FALSE
404-2594413-5562732,Cancelled,Vizianagaram a,ANDHRA PRADESH,535240,IN,FALSE
403-5152956-3093925,Cancelled,NEW DELHI,DELHI,110095,IN,FALSE
403-6221024-0434733,Shipped,THANE,MAHARASHTRA,400607,IN,FALSE
408-2713115-5349131,Shipped,ARAKONAM,TAMIL NADU,631002,IN,FALSE
171-9911641-7447562,Shipped,INDUSTRIAL AREA DEVAKATHIKOPPA AND SIDLIPURA,KARNATAKA,577204,IN,FALSE
407-1541788-2812307,Shipped - Delivered to Buyer,CUTTACK,ODISHA,753009,IN,FALSE
403-6164583-5066707,Shipped,HYDERABAD,TELANGANA,500087,IN,FALSE
406-1211802-4985944,Shipped,THANE,MAHARASHTRA,401107,IN,FALSE
407-4787404-6815549,Shipped - Returned to Seller,CHENNAI,TAMIL NADU,600089,IN,FALSE
404-8567504-6541947,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,560049,IN,FALSE
407-5638839-1021145,Shipped,KOLKATA,WEST BENGAL,700053,IN,FALSE
404-4125202-5645168,Shipped,HARIDWAR,UTTARAKHAND,249408,IN,FALSE
408-2830412-5001168,Shipped - Delivered to Buyer,PUTTUR,KARNATAKA,574203,IN,FALSE
403-8416578-4487558,Shipped,Tuchamakeri,KARNATAKA,571216,IN,FALSE
406-5635989-6652368,Shipped,SAMBALPUR,ODISHA,768005,IN,FALSE
402-3387821-0046769,Shipped,SIWAN,BIHAR,841226,IN,FALSE
405-3971331-2840320,Shipped,BENGALURU,KARNATAKA,560032,IN,FALSE
404-5051575-0289923,Cancelled,JAIPUR,RAJASTHAN,302019,IN,FALSE
402-3702495-9713129,Shipped,MUMBAI,MAHARASHTRA,400022,IN,FALSE
402-4292542-1090729,Shipped - Delivered to Buyer,"KANDIVALI (E), MUMBAI",MAHARASHTRA,400101,IN,FALSE
408-3964470-4217159,Shipped,HYDERABAD,TELANGANA,500049,IN,FALSE
403-1159654-5341924,Shipped,MUMBAI,MAHARASHTRA,400028,IN,FALSE
405-2708413-4759526,Cancelled,Patna,BIHAR,800001,IN,FALSE
402-5860958-8931531,Shipped,Kolkata,WEST BENGAL,700063,IN,FALSE
405-8616777-5671537,Shipped,HYDERABAD,TELANGANA,500051,IN,FALSE
402-2254745-0421162,Shipped,JANGAON,TELANGANA,506167,IN,FALSE
402-6209959-5061136,Shipped,Ernakulam,KERALA,682039,IN,FALSE
403-0748084-7987510,Cancelled,MERTA CITY,RAJASTHAN,341510,IN,FALSE
408-0142626-6733164,Shipped - Delivered to Buyer,THANE,MAHARASHTRA,400604,IN,FALSE
403-9402389-2621148,Shipped,RANCHI,JHARKHAND,834002,IN,FALSE
405-9549408-2875529,Shipped,Mumbai,MAHARASHTRA,400101,IN,FALSE
405-5247664-8593939,Shipped,RANNI,KERALA,689676,IN,FALSE
404-4383051-7529151,Shipped,Bangalore,KARNATAKA,560047,IN,FALSE
408-1055824-5425935,Shipped,DIGRAS,MAHARASHTRA,445203,IN,FALSE
402-2835706-4302716,Shipped,CUTTACK,ODISHA,753008,IN,FALSE
171-4968450-1156340,Cancelled,MUMBAI,MAHARASHTRA,400056,IN,FALSE
404-6722828-1093962,Shipped,JALANDHAR,PUNJAB,144004,IN,FALSE
404-6368394-8034730,Shipped,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE
404-4377438-0359543,Shipped,THANE,MAHARASHTRA,401107,IN,FALSE
404-3249874-5165935,Shipped,THANE,MAHARASHTRA,401107,IN,FALSE
402-5691813-3767501,Shipped,Hyderabad,TELANGANA,500084,IN,FALSE
407-5281481-1936349,Shipped,BIDHAN NAGAR,WEST BENGAL,700064,IN,FALSE
407-9019371-6608351,Shipped,UDAIPUR,RAJASTHAN,313001,IN,FALSE
402-6844063-3025935,Shipped,BENGALURU,KARNATAKA,560002,IN,FALSE
402-2178448-3483529,Cancelled,SIWAN,BIHAR,841226,IN,FALSE
171-5881562-0902725,Shipped,BENGALURU,KARNATAKA,560091,IN,FALSE
404-2076743-4967514,Cancelled,NEW DELHI,DELHI,110016,IN,FALSE
408-5438679-8754703,Cancelled,JAIPUR,RAJASTHAN,302019,IN,FALSE
402-2062086-5526703,Shipped,VADODARA,Gujarat,390006,IN,FALSE
403-8588722-5212320,Shipped,HYDERABAD,TELANGANA,500028,IN,FALSE
408-0315006-1463525,Cancelled,ELURU,ANDHRA PRADESH,534004,IN,FALSE
403-3505736-2971568,Shipped,THANE,MAHARASHTRA,401107,IN,FALSE
408-0122174-0964317,Cancelled,JAIPUR,RAJASTHAN,302019,IN,FALSE
171-4927324-1152312,Shipped,CHENNAI,TAMIL NADU,600018,IN,TRUE
171-1044102-4940331,Shipped,CHENNAI,TAMIL NADU,600004,IN,FALSE
403-5041572-6122726,Cancelled,PUNE,MAHARASHTRA,411038,IN,FALSE
402-3348716-6804357,Cancelled,MUMBAI,MAHARASHTRA,400101,IN,FALSE
171-2175566-8372342,Shipped,BENGALURU,KARNATAKA,560076,IN,FALSE
407-6393615-7796346,Shipped,MUMBAI,MAHARASHTRA,400066,IN,FALSE
402-4075553-4507517,Shipped,NORTH GUWAHATI,ASSAM,781031,IN,FALSE
171-1044127-1467537,Shipped,GUWAHATI,ASSAM,781003,IN,FALSE
403-6611746-1282740,Shipped,NEW DELHI,DELHI,110095,IN,FALSE
403-9632855-5541919,Cancelled,BENGALURU,KARNATAKA,560100,IN,FALSE
402-8877208-9972362,Shipped,CHENNAI,TAMIL NADU,600033,IN,FALSE
407-3432823-7584367,Shipped,RAMAGUNDAM,TELANGANA,505188,IN,FALSE
402-7260197-2081931,Shipped,KANCHRAPARA,WEST BENGAL,743145,IN,FALSE
404-5234838-6633119,Shipped,Dindigul,TAMIL NADU,624703,IN,FALSE
403-9559970-4766705,Shipped,NOIDA,UTTAR PRADESH,201304,IN,FALSE
407-6122000-3730745,Shipped - Delivered to Buyer,HYDERABAD,TELANGANA,500024,IN,FALSE
171-8451062-4752326,Shipped,MANGALURU,KARNATAKA,575003,IN,FALSE
406-1045299-5253935,Shipped,HUGLI CHINSURAH,WEST BENGAL,712103,IN,FALSE
171-9399405-5882717,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,562125,IN,FALSE
408-3186160-5809138,Shipped,DEHRADUN,UTTARAKHAND,248002,IN,FALSE
402-3522843-5807532,Shipped,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
408-2100329-5574743,Shipped - Delivered to Buyer,JAIPUR,RAJASTHAN,302020,IN,FALSE
402-5886414-4634760,Shipped,CHENNAI,TAMIL NADU,600070,IN,FALSE
171-1883947-4978719,Shipped,SURAT,Gujarat,395009,IN,FALSE
407-3805157-5497936,Shipped,Vadodara,Gujarat,390025,IN,FALSE
407-2954328-9057925,Shipped,BENGALURU,KARNATAKA,560037,IN,FALSE
406-6968271-6138744,Shipped,HYDERABAD,TELANGANA,500090,IN,FALSE
408-7416639-7336362,Shipped,AHMEDABAD,Gujarat,380015,IN,FALSE
406-5402864-8206726,Shipped,CHIRAWA,RAJASTHAN,333026,IN,FALSE
402-3638227-2604358,Cancelled,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
171-6158499-3489968,Shipped,GURUGRAM,HARYANA,122018,IN,FALSE
405-7764987-8273913,Cancelled,HAZARIBAGH,JHARKHAND,825301,IN,FALSE
407-3606312-2370741,Shipped,Hyderabad,TELANGANA,500032,IN,FALSE
404-4663992-9069152,Shipped,MUMBAI,MAHARASHTRA,400059,IN,FALSE
403-0802771-4781900,Cancelled,PONDA,GOA,403401,IN,FALSE
405-9153899-6361938,Shipped - Delivered to Buyer,HOOVINA HADAGALLI,KARNATAKA,583219,IN,FALSE
171-0006482-2020369,Shipped - Delivered to Buyer,HALDIA,WEST BENGAL,721607,IN,FALSE
403-6265270-2449952,Shipped,Ratia,HARYANA,125051,IN,FALSE
407-8215291-1809169,Shipped,Kakkanadu.Ernakulam,KERALA,682030,IN,FALSE
408-8687080-8349954,Shipped,INDRI,HARYANA,132041,IN,FALSE
171-0419597-6463550,Shipped,THIRUVANANTHAPURAM,KERALA,695574,IN,FALSE
406-2932330-3321959,Cancelled,CHIRAWA,RAJASTHAN,333026,IN,FALSE
407-8039203-5735504,Shipped,CHENNAI,TAMIL NADU,600041,IN,FALSE
403-1727324-3527525,Cancelled,NEW DELHI,DELHI,110095,IN,FALSE
407-4731812-0569938,Shipped,THANE,MAHARASHTRA,400601,IN,FALSE
406-3754350-1921152,Shipped,BENGALURU,KARNATAKA,560078,IN,FALSE
402-3349161-5685163,Cancelled,MUDHOL,KARNATAKA,587313,IN,FALSE
406-8311747-1761122,Shipped,Jodhpur,RAJASTHAN,342010,IN,FALSE
403-5754463-8115536,Shipped - Delivered to Buyer,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE
171-0507987-9169958,Shipped,AURANGABAD,MAHARASHTRA,431001,IN,FALSE
407-2296767-2362704,Shipped - Delivered to Buyer,NEW DELHI,DELHI,110018,IN,FALSE
407-7616127-7811558,Shipped - Delivered to Buyer,BHUBANESWAR,ODISHA,751002,IN,FALSE
406-8985324-3832360,Cancelled,HYDERABAD,TELANGANA,500076,IN,FALSE
408-5610675-3253169,Cancelled,MYSURU,KARNATAKA,570007,IN,FALSE
408-3787326-0340363,Shipped - Delivered to Buyer,NELLORE,ANDHRA PRADESH,524001,IN,FALSE
402-7084917-5921944,Shipped,BURDWAN,WEST BENGAL,713102,IN,FALSE
171-3236297-4706714,Shipped,COIMBATORE,TAMIL NADU,641035,IN,FALSE
405-8285160-0214747,Shipped,COIMBATORE,TAMIL NADU,641027,IN,FALSE
171-5779109-0905928,Shipped,HYDERABAD,TELANGANA,500072,IN,FALSE
404-9908917-6100303,Shipped,JAIPUR,RAJASTHAN,302001,IN,FALSE
403-5316845-2464355,Shipped,TIRUCHIRAPPALLI,TAMIL NADU,620017,IN,FALSE
171-9339107-1384320,Shipped,NEW DELHI,DELHI,110089,IN,FALSE
403-2000337-2867531,Shipped,BENGALURU,KARNATAKA,560061,IN,FALSE
408-0812844-7818700,Cancelled,BENGALURU,KARNATAKA,560077,IN,FALSE
405-1228188-5297938,Shipped - Delivered to Buyer,JABALPUR,MADHYA PRADESH,482001,IN,FALSE
403-4613170-0301124,Shipped - Delivered to Buyer,BHUBANESWAR,ODISHA,751003,IN,FALSE
408-7670329-4101905,Shipped,BELAGAVI,KARNATAKA,590006,IN,FALSE
407-6547633-6630756,Shipped - Delivered to Buyer,BENGALURU,KARNATAKA,560040,IN,FALSE
404-4264985-1077926,Shipped - Delivered to Buyer,MUMBAI,MAHARASHTRA,400028,IN,FALSE
403-4811184-0352310,Shipped,CHENNAI,TAMIL NADU,600017,IN,FALSE
407-5235526-1156364,Shipped,PUNE,MAHARASHTRA,411060,IN,FALSE
171-7790064-8858769,Cancelled,AHMEDABAD,Gujarat,380059,IN,FALSE
407-5345803-9442754,Shipped,Ghaziabad,UTTAR PRADESH,201014,IN,FALSE
405-6818033-1991535,Shipped,SIBSAGAR,ASSAM,785640,IN,FALSE
405-1634643-8548362,Shipped,NEW DELHI,DELHI,110084,IN,FALSE
402-7259648-3589130,Shipped,MUMBAI,MAHARASHTRA,400060,IN,FALSE
403-5512860-6474709,Shipped,MUMBAI,MAHARASHTRA,400092,IN,FALSE
405-6895105-7613137,Shipped - Delivered to Buyer,SIBSAGAR,ASSAM,785640,IN,FALSE
408-1934381-2130729,Shipped,MAHABUBNAGAR,TELANGANA,509001,IN,FALSE
407-1902120-0283541,Shipped,RAJAHMUNDRY,ANDHRA PRADESH,533103,IN,FALSE
407-5211445-5675517,Shipped,PATNA,BIHAR,800014,IN,FALSE
405-1067372-8959545,Shipped,MUMBAI,MAHARASHTRA,400069,IN,FALSE
408-6691828-6678718,Shipped,BENGALURU,KARNATAKA,560029,IN,FALSE
404-1999660-0618712,Cancelled,Chidambaram,TAMIL NADU,608001,IN,FALSE
402-8349092-6394739,Shipped,BENGALURU,KARNATAKA,560017,IN,FALSE
403-0061579-9272319,Shipped - Delivered to Buyer,NAVI MUMBAI,MAHARASHTRA,400701,IN,FALSE
405-9935541-7117167,Shipped,HYDERABAD,TELANGANA,500094,IN,FALSE
407-7282648-6869936,Shipped,VADAKARA,KERALA,673506,IN,FALSE
407-4176572-5277916,Shipped,KHARAGPUR,WEST BENGAL,721305,IN,FALSE
404-1035134-0857126,Shipped,Pune,MAHARASHTRA,411017,IN,FALSE
403-5947655-7277166,Shipped - Delivered to Buyer,Kolkata,WEST BENGAL,700041,IN,FALSE
171-4011986-9891506,Cancelled,KADUNGALLOOR,KERALA,683110,IN,FALSE
408-2553476-6332307,Shipped,COIMBATORE,TAMIL NADU,641034,IN,FALSE
171-7872471-1810740,Cancelled,KAKINADA,ANDHRA PRADESH,533005,IN,FALSE
407-8589731-5668353,Shipped,HYDERABAD,TELANGANA,500018,IN,FALSE
408-0002979-1571575,Shipped,THANJAVUR,TAMIL NADU,614901,IN,FALSE
405-0152945-9281141,Shipped,CHENNAI,TAMIL NADU,600002,IN,FALSE
406-0697593-2068306,Shipped,Lucknow,UTTAR PRADESH,226026,IN,FALSE
403-5895665-4925103,Shipped,THANE,MAHARASHTRA,400607,IN,FALSE
403-3361011-2239566,Cancelled,Mumbai,MAHARASHTRA,400066,IN,FALSE
171-6613656-4245918,Shipped - Delivered to Buyer,HYDERABAD,TELANGANA,500018,IN,FALSE
171-4052596-9782704,Shipped,HYDERABAD,TELANGANA,500018,IN,FALSE
403-9078967-3981110,Shipped,PARLAKHEMUNDI,ODISHA,761200,IN,FALSE
402-3929605-6878702,Shipped,GURUGRAM,HARYANA,122101,IN,FALSE
405-0043813-7485114,Shipped,BANGAON,WEST BENGAL,743235,IN,FALSE
402-9278224-1406767,Shipped,BHARUCH,Gujarat,393130,IN,FALSE
402-7165661-7521950,Shipped - Delivered to Buyer,KATIHAR,BIHAR,854105,IN,FALSE
407-5702404-1237153,Shipped,MANDYA,KARNATAKA,571403,IN,FALSE
402-2178983-9666728,Shipped,"SATTENAPALLI(md),guntur(dt)",ANDHRA PRADESH,522403,IN,FALSE
408-1262593-3468327,Shipped,HYDERABAD,TELANGANA,500047,IN,FALSE
407-7973575-0154729,Shipped - Delivered to Buyer,NELLORE,ANDHRA PRADESH,524003,IN,FALSE
408-8747074-3173921,Shipped - Returned to Seller,MUMBAI,MAHARASHTRA,400092,IN,FALSE
405-3238457-8916365,Shipped,MAHINDRA WORLD CITY,TAMIL NADU,603002,IN,FALSE
405-4044672-8392353,Cancelled,GOBARDANGA,WEST BENGAL,743252,IN,FALSE
402-7194188-9157908,Shipped,IMPHAL,MANIPUR,795001,IN,FALSE
407-7003976-1631535,Shipped,HYDERABAD,TELANGANA,500084,IN,FALSE
407-5425288-7554717,Shipped,HYDERABAD,TELANGANA,500084,IN,FALSE
171-7059341-6105923,Shipped - Delivered to Buyer,COIMBATORE,TAMIL NADU,641004,IN,FALSE
405-3223184-3071523,Shipped,HYDERABAD,TELANGANA,500010,IN,FALSE
406-1415992-3059531,Shipped,chennai,TAMIL NADU,600030,IN,FALSE
406-1334469-6185165,Shipped,Bihta Patna District,BIHAR,801103,IN,FALSE
408-4533890-9124319,Shipped,PATNA,BIHAR,800002,IN,FALSE
406-4796865-4449149,Shipped,HYDERABAD,TELANGANA,500008,IN,FALSE
407-6742558-5561911,Shipped,PATNA,BIHAR,800004,IN,FALSE
405-5920313-7117140,Shipped - Delivered to Buyer,THIRUVANANTHAPURAM,KERALA,695582,IN,FALSE
402-1836552-8085957,Shipped - Delivered to Buyer,MUMBAI,MAHARASHTRA,400078,IN,FALSE
404-8438791-6591543,Cancelled,MUMBAI,MAHARASHTRA,400078,IN,FALSE
171-1570173-8349100,Shipped,NAVI MUMBAI,MAHARASHTRA,400703,IN,FALSE
402-0704464-1297103,Cancelled,"SATTENAPALLI(md),guntur(dt)",ANDHRA PRADESH,522403,IN,FALSE
402-7189994-3784320,Shipped,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
403-7867771-2108310,Shipped,CHENNAI,TAMIL NADU,600100,IN,FALSE
408-9091347-4153133,Shipped,GURUGRAM,HARYANA,122016,IN,FALSE
406-4850135-8030762,Shipped,RAJAHMUNDRY,ANDHRA PRADESH,533101,IN,FALSE
408-1079404-9805951,Shipped,Ahmedabad,Gujarat,382470,IN,FALSE
405-7157063-8813941,Shipped,BANDA,UTTAR PRADESH,210001,IN,FALSE
408-7814857-4169143,Shipped,HYDERABAD,TELANGANA,500032,IN,FALSE
405-7737113-0917101,Shipped,BENGALURU,KARNATAKA,560077,IN,FALSE
408-7304860-0333966,Shipped,Ahmedabad,Gujarat,382470,IN,FALSE
402-3686381-1031564,Shipped,PIMPRI CHINCHWAD,MAHARASHTRA,411035,IN,FALSE
405-8333526-2323538,Cancelled,DEOGHAR,JHARKHAND,815383,IN,FALSE
405-7734086-8665151,Cancelled,BENGALURU,KARNATAKA,560077,IN,FALSE
406-8149939-2130752,Cancelled,RAJAHMUNDRY,ANDHRA PRADESH,533101,IN,FALSE
405-7559599-6046747,Shipped,NEW DELHI,DELHI,110058,IN,FALSE
408-0075632-0706754,Shipped,ALUVA,KERALA,683511,IN,FALSE
402-8184850-5327561,Shipped,VIJAYAWADA,ANDHRA PRADESH,521108,IN,FALSE
404-7345899-9122769,Shipped,CHENNAI,TAMIL NADU,600078,IN,FALSE
404-1779944-8102705,Shipped - Delivered to Buyer,CHENNAI,TAMIL NADU,600078,IN,FALSE
404-2445799-8153131,Shipped - Delivered to Buyer,NAVI MUMBAI,MAHARASHTRA,410209,IN,FALSE
405-6294317-9120310,Shipped,INDORE,MADHYA PRADESH,452016,IN,FALSE
404-5140273-8933937,Shipped,VIJAYAWADA,ANDHRA PRADESH,520002,IN,FALSE
403-5047171-5946703,Shipped,SOUTH GOA,GOA,403715,IN,FALSE
408-9810936-9735516,Shipped,CHENNAI,TAMIL NADU,600126,IN,FALSE
171-9673855-2321133,Shipped,DHARUHERA,HARYANA,123106,IN,FALSE
404-0333009-4637953,Shipped,BENGALURU,KARNATAKA,560064,IN,FALSE
402-2809102-1025143,Shipped,Hisar,HARYANA,125001,IN,FALSE
407-8278311-0556310,Shipped,CHENNAI,TAMIL NADU,600028,IN,FALSE
403-3174804-7240347,Cancelled,NAVI MUMBAI,MAHARASHTRA,410209,IN,FALSE
408-5229747-9249144,Shipped - Delivered to Buyer,AMBALA,HARYANA,133203,IN,FALSE
405-5685412-1543569,Shipped,BENGALURU,KARNATAKA,560079,IN,FALSE
402-3947445-0289100,Shipped,FARIDABAD,HARYANA,121003,IN,TRUE
402-8796273-3245106,Cancelled,DELHI,DELHI,110096,IN,FALSE
171-1909591-0944310,Shipped - Delivered to Buyer,PIMPRI CHINCHWAD,MAHARASHTRA,411044,IN,FALSE
407-2234401-7446716,Shipped,BENGALURU,KARNATAKA,560043,IN,FALSE
171-9309960-1917956,Shipped,BENGALURU,KARNATAKA,560061,IN,FALSE
406-4327460-9905137,Shipped,MUMBAI,MAHARASHTRA,400093,IN,FALSE
406-4643064-2945138,Shipped,PUNE,MAHARASHTRA,411030,IN,FALSE
403-8755155-3715542,Shipped,JALNA,MAHARASHTRA,431203,IN,FALSE
171-8195821-2769955,Shipped,HUBBALLI,KARNATAKA,580030,IN,FALSE
408-0944592-0213947,Shipped,BUDAUN,UTTAR PRADESH,243601,IN,FALSE
402-1249621-8158717,Shipped,UPPER TADONG,SIKKIM,737102,IN,FALSE
171-3690652-9264323,Shipped,MUMBAI,MAHARASHTRA,400050,IN,FALSE
407-5465680-5166728,Shipped,Mumbai,MAHARASHTRA,401208,IN,FALSE
404-3277432-6723553,Shipped,BHUBANESWAR,ODISHA,751003,IN,FALSE
403-9918500-6651534,Shipped,BENGALURU,KARNATAKA,560082,IN,FALSE
405-5634704-9072316,Shipped,Ulhasnagar,MAHARASHTRA,421003,IN,FALSE
406-4595057-9725933,Shipped,NEW DELHI,DELHI,110045,IN,FALSE
408-8282046-8035528,Shipped,VAPI,Gujarat,396191,IN,FALSE
402-3672454-0738756,Shipped,VASAI VIRAR,MAHARASHTRA,401208,IN,FALSE
405-1547266-2754769,Shipped,VISAKHAPATNAM,ANDHRA PRADESH,530011,IN,FALSE
404-5169046-5093164,Shipped,KADAPA,ANDHRA PRADESH,516001,IN,FALSE
171-5975931-2581955,Shipped - Delivered to Buyer,MUMBAI,MAHARASHTRA,400075,IN,FALSE
171-6071448-5965141,Shipped - Delivered to Buyer,PUNE,MAHARASHTRA,411028,IN,FALSE
407-0518920-8029111,Shipped,BENGALURU,KARNATAKA,560024,IN,FALSE
402-4898958-1219567,Shipped,BENGALURU,KARNATAKA,560076,IN,FALSE
408-8271781-7285964,Shipped,KHORDHA,ODISHA,752055,IN,FALSE
403-4865362-5981957,Cancelled,LUDHIANA,PUNJAB,141013,IN,FALSE
408-2942223-3018726,Cancelled,DHULE,MAHARASHTRA,424002,IN,FALSE
405-8812813-0604360,Cancelled,CHENNAI,TAMIL NADU,600116,IN,FALSE
405-8891626-4254728,Shipped,NEW DELHI,DELHI,110088,IN,FALSE
171-7181417-4211520,Shipped,ZIRAKPUR,PUNJAB,140603,IN,FALSE
