Order ID,gender,age,payment_method,invoice_date
403-8916935-6475565,Female,55,Debit Card,03-07-2021
403-8860859-8437100,Female,58,Cash,15-01-2023
405-2837298-4973148,Male,50,Cash,09-02-2021
402-6012736-9588338,Female,46,Credit Card,05-04-2022
404-8745043-1877167,Female,51,Debit Card,13-07-2022
403-5473821-2445127,Female,57,Credit Card,10-03-2022
171-4380968-9875511,Female,24,Credit Card,04-10-2021
171-0727904-3890756,Male,55,Credit Card,24-02-2022
403-6038820-1013151,Male,61,Debit Card,19-04-2022
407-3313534-3404351,Male,48,Credit Card,20-07-2021
407-9441147-5889124,Male,53,Debit Card,05-03-2022
404-3119713-3394721,Female,43,Credit Card,09-08-2022
403-4382405-4485115,Male,33,Debit Card,24-06-2022
405-3228034-2732322,Female,62,Debit Card,21-02-2021
407-1817832-8673134,Male,69,Debit Card,07-09-2021
403-9115284-9361147,Female,48,Cash,15-05-2022
407-8353389-1241964,Male,50,Credit Card,31-01-2021
404-0260335-1002720,Male,55,Cash,06-07-2022
405-2256063-1940363,Female,52,Credit Card,14-05-2021
171-1204648-5887558,Male,37,Credit Card,16-02-2023
406-0139165-7385137,Female,43,Credit Card,10-10-2021
406-1053701-6542746,Female,69,Cash,28-12-2021
402-8295586-2895553,Male,45,Credit Card,26-02-2022
403-0718748-8044318,Female,50,Cash,05-08-2022
408-9406034-0237145,Female,32,Cash,27-08-2022
408-2444319-4678763,Female,48,Credit Card,27-09-2021
407-7268457-2258745,Female,36,Cash,17-06-2021
407-5940694-4157930,Female,52,Credit Card,15-11-2021
403-2859783-8917924,Male,55,Credit Card,09-05-2021
406-0430728-5705139,Female,60,Cash,27-03-2022
408-4097217-4063555,Female,64,Debit Card,03-11-2022
404-2690744-8845169,Male,26,Debit Card,29-01-2022
171-9858043-4405109,Female,34,Credit Card,16-04-2021
171-1585949-4069941,Female,43,Credit Card,24-01-2022
405-3455707-4040328,Female,68,Credit Card,15-02-2022
408-5163366-7435511,Female,66,Cash,02-03-2021
408-2178332-3281104,Female,51,Cash,20-04-2022
405-6988105-5835502,Female,43,Cash,28-02-2023
404-9439856-0349915,Male,39,Debit Card,31-10-2021
171-3298139-6227543,Male,54,Cash,02-01-2023
403-6679899-7266723,Female,45,Credit Card,07-01-2021
405-3296680-2092303,Female,40,Cash,15-08-2021
408-6148691-7042763,Female,27,Cash,11-01-2022
404-3276446-1785157,Female,56,Debit Card,19-10-2022
403-7336195-5877953,Female,60,Credit Card,10-11-2022
403-8521833-8168337,Male,36,Debit Card,11-09-2022
403-5129990-6638739,Female,23,Cash,22-08-2022
402-2957518-9575511,Male,49,Cash,04-03-2021
403-6318420-7385911,Female,47,Credit Card,31-10-2021
402-6594458-1659525,Female,40,Debit Card,31-03-2021
402-7133979-6284333,Male,28,Debit Card,26-08-2022
408-0577260-1805964,Female,31,Credit Card,24-02-2023
404-7682890-6502761,Male,40,Credit Card,19-11-2021
404-4292755-4736303,Male,33,Debit Card,14-01-2021
405-8213737-9674764,Female,53,Credit Card,06-01-2021
406-4393128-5629912,Female,57,Cash,09-07-2021
408-3104914-9490754,Female,18,Credit Card,28-04-2021
406-1842397-6510706,Female,42,Cash,02-03-2021
171-5187862-8564334,Male,67,Cash,15-03-2022
404-9523950-5697151,Female,58,Credit Card,24-12-2022
404-8540214-8125160,Female,20,Cash,26-11-2022
403-6883797-3182753,Female,19,Cash,05-04-2022
406-7365128-0756336,Female,34,Credit Card,23-12-2021
405-7746717-3433122,Female,21,Cash,21-05-2021
408-6096559-3389101,Female,30,Credit Card,04-03-2023
404-9621364-6708356,Male,47,Debit Card,20-12-2021
407-6199504-4778758,Male,39,Credit Card,31-03-2022
403-6512111-6497925,Female,67,Cash,26-05-2022
405-1764324-9333168,Male,18,Cash,05-12-2021
408-7605245-4309903,Male,56,Cash,05-03-2021
405-1919559-4711523,Male,19,Debit Card,17-12-2021
408-8050115-0779557,Female,57,Credit Card,21-08-2022
407-2085563-2773932,Male,24,Credit Card,27-02-2022
407-5605457-2782714,Male,69,Cash,07-06-2021
171-4400788-8911549,Female,22,Credit Card,03-10-2022
404-8999662-5943548,Female,66,Cash,26-04-2022
405-9658159-6439516,Female,22,Credit Card,03-10-2021
406-6604176-4397923,Female,27,Cash,06-07-2022
406-5697404-4126712,Female,59,Cash,28-08-2022
405-3587608-3685961,Female,51,Cash,10-08-2021
404-2313510-8753132,Male,58,Cash,06-06-2022
171-2099308-6005156,Male,51,Cash,28-07-2021
408-6804335-3039538,Male,64,Cash,05-11-2021
408-9023250-5291526,Male,24,Cash,18-02-2023
402-6697165-3536368,Female,35,Credit Card,24-06-2022
403-8086324-7503500,Male,39,Credit Card,04-01-2021
407-0609945-5169927,Male,57,Credit Card,30-10-2021
171-0966996-3200340,Male,55,Credit Card,23-02-2023
404-8544035-6595561,Female,34,Debit Card,05-03-2022
404-6240949-2553167,Male,36,Credit Card,31-01-2022
171-0682801-2017135,Female,49,Credit Card,23-11-2021
171-4477015-2708348,Male,68,Credit Card,27-05-2022
404-9117259-2548337,Female,69,Cash,01-01-2022
171-6966870-2049121,Female,36,Cash,05-08-2021
402-4651778-4259505,Male,66,Cash,23-02-2021
407-3240699-2080365,Female,30,Cash,25-03-2022
403-7688029-3506706,Female,58,Cash,09-07-2021
403-3588949-9453135,Female,40,Credit Card,09-02-2023
404-5918512-8733937,Male,25,Cash,04-08-2022
171-7677156-3597933,Male,46,Credit Card,27-07-2022
406-3536411-9751506,Female,33,Credit Card,07-02-2023
404-5569076-6477951,Female,55,Cash,29-09-2022
402-1500350-9807568,Female,38,Cash,15-01-2021
408-1798845-9406769,Female,26,Cash,02-09-2021
407-6014076-6959530,Male,40,Cash,05-03-2021
408-9910405-8432301,Male,56,Cash,07-04-2022
405-1970534-0847521,Female,68,Credit Card,31-01-2023
408-0241704-3949145,Female,40,Cash,30-03-2021
404-7089451-7537963,Female,21,Cash,16-12-2021
171-0066199-7241921,Female,18,Credit Card,15-06-2021
403-7801558-7756352,Male,59,Cash,25-08-2021
403-3833371-4185950,Male,51,Cash,29-01-2022
405-3051028-7888319,Male,37,Credit Card,02-10-2022
405-2954233-0885114,Male,54,Debit Card,15-07-2022
407-3051875-5620359,Male,18,Cash,03-12-2022
407-7801903-2094711,Male,62,Debit Card,12-11-2021
402-7419795-8832343,Female,33,Cash,01-08-2021
405-6568450-2416345,Female,28,Cash,13-06-2022
402-0098691-9703546,Female,19,Cash,19-12-2021
405-1585172-0548305,Female,24,Debit Card,06-12-2021
408-3345323-2587537,Male,28,Debit Card,23-11-2021
406-7477112-7109125,Male,34,Debit Card,13-09-2021
406-3415156-5607512,Female,49,Cash,20-06-2022
407-6292311-8601959,Female,50,Cash,03-04-2022
408-8649090-1325947,Male,65,Cash,28-03-2022
405-9749216-4056336,Female,22,Debit Card,18-10-2022
403-2251997-0722715,Female,69,Cash,17-08-2022
402-0045570-4848362,Female,31,Credit Card,10-03-2022
407-8994270-8534716,Male,23,Credit Card,15-02-2023
402-0366829-0294724,Male,65,Credit Card,13-02-2022
407-0954721-9675544,Female,54,Debit Card,15-04-2021
404-9979811-1204333,Male,53,Debit Card,20-01-2021
405-2246990-0777940,Male,18,Credit Card,09-02-2021
407-1262717-3125101,Male,66,Cash,11-09-2022
408-0669618-4967534,Male,69,Credit Card,10-10-2021
171-9916515-6756331,Female,42,Credit Card,10-10-2022
404-7671334-6514760,Female,32,Cash,12-12-2021
406-2867469-8047535,Female,66,Cash,18-01-2022
404-6201740-2557903,Female,44,Cash,22-07-2022
403-9794267-8419524,Male,32,Credit Card,26-01-2021
407-1162074-6756363,Female,27,Cash,23-04-2022
402-5875524-0165161,Male,18,Cash,07-07-2021
402-5787864-2147519,Male,25,Credit Card,15-12-2022
408-6244961-9007541,Male,41,Credit Card,13-07-2021
171-5769331-1276350,Female,53,Debit Card,20-02-2021
404-9262046-4015505,Male,57,Cash,18-02-2023
405-7757387-2727568,Male,47,Cash,19-08-2022
402-0538923-6372339,Female,24,Debit Card,29-01-2023
408-1276142-4174768,Male,19,Credit Card,16-05-2021
407-3881664-2192312,Female,21,Credit Card,01-01-2022
402-1344996-1941123,Male,55,Cash,22-01-2021
408-6041849-5066740,Male,53,Debit Card,07-12-2022
407-9658439-2113941,Female,40,Cash,27-05-2022
405-1309020-7142734,Male,65,Cash,12-01-2023
405-5875412-0371502,Male,38,Cash,11-07-2021
405-3640220-0073944,Female,36,Cash,14-04-2022
406-8759190-9888301,Male,63,Cash,14-02-2021
171-4066647-3474762,Male,32,Credit Card,10-03-2022
404-8198091-0779563,Female,45,Credit Card,15-12-2022
406-7984994-6069162,Male,32,Cash,28-07-2022
408-5366719-3457923,Female,52,Debit Card,19-06-2022
403-7443886-3442752,Female,56,Credit Card,20-09-2022
405-8743710-6986704,Female,59,Credit Card,26-01-2023
404-6685817-2384311,Female,45,Credit Card,24-08-2021
405-8887440-7610736,Female,20,Credit Card,09-07-2022
404-7596856-4814759,Male,67,Credit Card,21-02-2021
408-2575189-3635543,Female,20,Cash,27-02-2023
408-1927059-6186704,Female,58,Cash,15-12-2021
403-1520855-1621947,Female,51,Credit Card,16-11-2022
404-4293978-7097134,Male,28,Debit Card,23-06-2021
171-9292626-3220321,Male,55,Cash,08-07-2022
402-6621113-0775551,Male,44,Cash,03-03-2021
405-7848968-5501909,Female,42,Debit Card,19-08-2021
405-3917810-0650746,Male,43,Cash,22-05-2022
407-3007368-4017139,Female,30,Cash,03-02-2021
408-2627695-4547558,Female,31,Cash,17-01-2021
171-8820044-0821917,Female,38,Cash,16-10-2021
402-6409452-0419547,Male,49,Credit Card,19-03-2022
406-0220139-9548366,Male,54,Cash,01-08-2021
406-2539901-3159553,Male,29,Cash,09-08-2021
407-9865127-3950716,Male,50,Debit Card,14-03-2021
403-7096325-0826727,Male,51,Cash,06-06-2021
171-9269114-9178764,Female,66,Credit Card,14-04-2022
408-2772769-9582737,Male,32,Cash,28-01-2023
404-0801322-9033932,Male,29,Credit Card,08-04-2021
171-9772223-7459553,Male,55,Credit Card,05-03-2023
404-9873304-1213128,Male,34,Credit Card,22-06-2021
171-0805500-1418765,Male,63,Debit Card,31-03-2021
171-9270872-2310749,Female,62,Cash,10-07-2021
402-6053537-9799504,Female,31,Cash,27-04-2022
402-4380388-4495542,Female,42,Credit Card,27-03-2022
408-6125939-7597153,Female,27,Credit Card,13-12-2021
405-8362760-8534707,Male,32,Credit Card,16-08-2022
407-7026053-2683515,Male,28,Credit Card,29-10-2021
405-1803410-0664334,Female,58,Credit Card,14-01-2022
171-7222088-7624324,Male,60,Credit Card,26-10-2022
405-8060110-4281940,Female,42,Credit Card,21-02-2021
408-0024573-2687504,Male,42,Credit Card,14-02-2023
407-6287363-8009939,Female,49,Cash,23-10-2021
406-1206532-0925913,Female,20,Credit Card,18-11-2021
171-6620689-2676365,Female,65,Cash,04-04-2022
171-3265986-7781924,Female,69,Debit Card,20-07-2021
408-9032642-9746728,Male,69,Cash,02-01-2021
407-5426283-5382711,Male,27,Credit Card,11-01-2023
407-9901950-0309134,Male,37,Credit Card,13-01-2021
407-5800332-1995518,Female,25,Cash,03-08-2022
404-9313681-3249165,Male,26,Cash,27-12-2022
408-5737842-3203553,Male,30,Credit Card,29-05-2021
171-6650244-7777104,Female,52,Credit Card,04-04-2021
171-9779319-7510724,Female,53,Credit Card,31-12-2021
407-7280785-1564340,Male,42,Cash,29-06-2021
408-8758447-5870701,Female,36,Cash,20-04-2021
408-0330486-9208321,Male,24,Debit Card,17-05-2022
402-9630711-2450755,Female,51,Credit Card,30-06-2022
403-1121435-6710703,Male,54,Debit Card,29-11-2021
408-9736271-8016328,Female,60,Cash,02-11-2021
171-9105317-1569103,Male,28,Credit Card,02-01-2022
408-4163402-6846741,Female,45,Credit Card,19-01-2022
408-3215724-8847533,Female,44,Cash,14-01-2022
404-9737710-7109945,Male,37,Credit Card,05-03-2021
406-8985990-7477108,Female,38,Cash,13-12-2021
171-2918139-4079555,Female,32,Cash,29-04-2021
406-7223714-5500331,Female,64,Credit Card,07-09-2021
406-5661704-4480312,Male,20,Credit Card,11-03-2022
171-6899752-6674764,Male,54,Cash,05-12-2021
403-5954745-2222729,Male,19,Cash,15-03-2022
406-8808676-0300360,Female,19,Cash,30-03-2021
403-4684897-4037142,Female,48,Cash,26-01-2023
171-7273875-5669114,Male,44,Cash,01-07-2022
403-4800774-7016354,Female,62,Credit Card,14-11-2021
404-8558876-4890753,Female,43,Credit Card,08-06-2021
405-9082547-0437901,Male,62,Cash,27-11-2021
405-0999803-4788342,Female,24,Cash,04-09-2022
406-3833324-1601931,Male,65,Debit Card,09-10-2022
405-7729816-5054719,Female,41,Credit Card,28-07-2022
405-4791813-4285908,Male,68,Credit Card,11-06-2021
407-7453056-6969134,Female,60,Cash,28-01-2022
405-2555390-4649112,Male,23,Debit Card,24-07-2021
404-1721582-7503524,Male,46,Credit Card,11-10-2021
405-3003605-7663546,Female,49,Cash,06-06-2021
407-1038846-6646711,Female,52,Cash,28-05-2022
407-7309796-1652341,Female,63,Cash,12-06-2021
404-1468499-5038720,Male,62,Cash,10-10-2021
403-2875225-7407525,Female,26,Debit Card,20-02-2021
403-9679139-2648306,Male,24,Credit Card,12-09-2021
408-0622219-7750735,Female,25,Credit Card,12-05-2022
404-1771992-1241165,Male,42,Cash,01-03-2022
408-5108682-4462768,Male,37,Debit Card,18-01-2022
403-0984673-1893161,Female,31,Debit Card,15-12-2022
408-6871860-5446709,Male,39,Credit Card,26-08-2021
402-4520980-0448345,Female,22,Cash,14-08-2022
171-0024891-4859557,Female,46,Cash,30-04-2022
404-3046331-3477952,Female,18,Debit Card,10-05-2022
406-6427636-5969134,Female,24,Debit Card,25-04-2022
404-6366485-4632350,Female,35,Credit Card,12-09-2021
405-6315942-1996356,Female,62,Credit Card,05-12-2022
407-9203149-1548350,Male,60,Cash,21-07-2022
404-1046937-3186743,Male,23,Debit Card,13-12-2022
406-5570286-0731543,Male,20,Cash,12-10-2021
402-3938898-6574756,Female,25,Debit Card,14-03-2021
404-2628052-7539536,Female,40,Credit Card,10-05-2021
406-5564359-5034749,Female,67,Credit Card,20-01-2022
405-5892680-0354763,Female,39,Credit Card,11-12-2022
405-4940752-3939533,Female,68,Debit Card,12-10-2021
405-7024826-5408330,Female,56,Debit Card,11-10-2021
402-9388711-2602742,Male,61,Cash,07-09-2021
406-8199452-3926750,Female,35,Cash,20-10-2021
406-3338330-9401954,Male,58,Debit Card,14-10-2021
408-9447199-1932334,Male,37,Cash,15-04-2021
403-4178575-0886725,Female,59,Credit Card,22-10-2021
407-4640108-0037911,Male,61,Cash,08-08-2021
404-0738988-8881133,Female,34,Cash,10-12-2021
408-7841589-8640309,Male,67,Debit Card,26-01-2023
402-3801894-3401158,Male,56,Cash,15-01-2022
405-8947813-7540363,Male,60,Credit Card,30-09-2021
404-6220306-9013926,Female,41,Cash,20-06-2021
406-8657328-9531564,Male,53,Cash,22-06-2022
404-5425289-3721119,Male,59,Cash,10-02-2022
408-8500416-7191543,Male,23,Debit Card,16-06-2021
405-0403818-9772317,Male,20,Debit Card,28-03-2022
403-3261212-5592343,Female,63,Credit Card,21-02-2022
407-7673209-2409130,Female,50,Credit Card,10-08-2022
405-6275069-8709919,Male,56,Credit Card,15-11-2022
407-3701688-6089161,Female,45,Cash,23-12-2021
408-4129384-7673926,Male,59,Cash,19-02-2022
404-0433154-9049938,Female,21,Credit Card,10-10-2022
171-0159968-6273142,Male,27,Debit Card,29-01-2023
405-7805561-2949927,Male,64,Cash,20-08-2021
404-7509848-7239517,Male,38,Credit Card,03-03-2022
171-5220209-8891516,Male,40,Cash,08-12-2022
404-9149250-5005908,Male,32,Credit Card,22-03-2021
405-3079740-3521137,Female,23,Credit Card,18-10-2021
404-5789217-2697905,Female,54,Cash,05-08-2021
407-6150922-7609125,Male,26,Cash,12-04-2022
405-1435012-6252364,Female,54,Debit Card,30-01-2023
407-9524774-0175538,Male,51,Credit Card,04-06-2022
408-5803039-6621905,Female,40,Debit Card,11-02-2021
171-1915151-6366754,Female,43,Cash,04-03-2021
407-3127314-5861108,Male,39,Debit Card,22-01-2022
171-2954233-6624320,Female,68,Cash,26-03-2022
406-6565652-2826731,Female,31,Debit Card,23-04-2021
402-2367104-5450731,Female,68,Credit Card,27-04-2022
403-2206763-8769959,Male,28,Cash,03-01-2023
408-2798621-3171557,Male,29,Cash,26-12-2021
408-6741723-6460306,Male,69,Debit Card,04-03-2021
408-5252722-2417118,Female,41,Cash,04-09-2021
403-0045132-5807554,Female,58,Credit Card,07-05-2021
403-9086038-1105965,Male,36,Credit Card,02-12-2022
407-9370779-4046756,Male,35,Credit Card,25-06-2022
405-5025634-0157943,Female,30,Debit Card,10-12-2022
404-8202574-0923527,Male,41,Cash,01-11-2022
171-8840763-8465152,Female,61,Cash,06-01-2022
171-3997496-6461969,Female,61,Debit Card,21-02-2022
407-1102703-0885120,Male,25,Credit Card,10-06-2022
403-0406329-4165950,Female,39,Cash,18-07-2022
404-9203661-1783520,Female,25,Cash,30-11-2021
404-3100337-4458732,Male,60,Credit Card,09-04-2021
408-1785518-4495534,Male,37,Debit Card,07-01-2022
402-7833750-9277129,Female,21,Cash,03-03-2022
404-4809088-4011512,Male,52,Credit Card,05-07-2022
404-4325714-1741905,Female,52,Credit Card,14-11-2021
405-7069456-6740303,Male,27,Cash,30-09-2021
407-4203221-4375534,Female,22,Credit Card,08-02-2022
407-8591029-9589903,Female,22,Credit Card,16-08-2021
171-7981466-8156301,Female,44,Debit Card,04-03-2023
171-0749543-8797137,Male,51,Debit Card,23-02-2021
402-3889841-1576308,Female,59,Credit Card,27-06-2022
405-5312007-9881164,Male,25,Cash,21-06-2022
404-3768722-8781145,Male,47,Credit Card,17-05-2022
402-3536812-6539528,Female,35,Credit Card,17-03-2022
404-4144507-5376354,Female,56,Credit Card,06-02-2021
403-5061524-1069157,Female,55,Credit Card,19-10-2022
171-7468176-5116331,Male,59,Credit Card,02-05-2021
171-6835705-6345957,Male,66,Credit Card,31-07-2022
405-2290596-2564335,Female,42,Debit Card,09-04-2021
403-2121637-3275525,Male,67,Credit Card,23-11-2022
407-6096004-5793922,Male,59,Cash,17-02-2021
408-4111690-9378764,Female,37,Credit Card,17-04-2022
403-1962480-4791527,Female,61,Debit Card,21-02-2023
402-3793602-2849965,Male,31,Cash,22-06-2021
171-0081554-6093915,Male,39,Cash,24-09-2021
408-8363802-3813934,Female,28,Credit Card,30-09-2022
408-3474789-8203513,Male,18,Debit Card,08-04-2021
404-5043804-0560348,Female,40,Cash,03-09-2022
407-7766490-9912333,Female,34,Debit Card,17-01-2022
404-1568140-9281111,Female,58,Debit Card,13-02-2023
402-6167757-3497117,Female,28,Credit Card,12-08-2022
403-3546618-5447508,Female,40,Cash,04-12-2022
403-5321908-1061103,Female,64,Cash,01-11-2021
171-9148955-5609926,Female,69,Cash,28-03-2021
407-6560458-4010752,Male,28,Debit Card,15-04-2021
408-6645050-2397918,Male,62,Cash,15-10-2021
405-3447018-1951558,Male,33,Debit Card,25-09-2021
408-6823756-2624346,Male,42,Credit Card,17-09-2022
403-9358978-1325963,Female,52,Credit Card,24-04-2022
403-7985902-0760311,Female,30,Cash,17-09-2022
408-3126030-8968352,Female,33,Cash,29-08-2022
171-3337849-8785139,Male,51,Cash,27-04-2021
407-3298145-4302730,Male,28,Credit Card,10-06-2021
406-4969597-4889915,Female,60,Cash,21-11-2022
171-5907336-2046713,Male,43,Cash,09-09-2022
408-1500068-2601162,Female,46,Debit Card,20-10-2021
407-2864994-9107525,Male,48,Debit Card,26-12-2022
171-9574456-5181960,Female,25,Cash,14-03-2022
171-4566933-4406755,Female,22,Cash,13-07-2022
406-6199896-7708345,Female,37,Cash,31-10-2022
406-3344750-3089905,Male,59,Credit Card,10-02-2022
171-2132772-4273153,Female,25,Debit Card,29-11-2021
408-4303365-7087517,Female,60,Credit Card,08-09-2021
405-8691156-3881156,Male,30,Credit Card,24-06-2022
407-3652323-1742754,Male,60,Cash,28-11-2021
408-6302592-9064349,Female,59,Cash,09-05-2022
408-3987542-7674749,Female,40,Debit Card,28-02-2021
408-1549094-4983544,Female,55,Credit Card,22-09-2021
405-3169562-8093162,Male,29,Credit Card,19-02-2021
402-8030507-3294716,Female,48,Cash,23-11-2021
405-2355859-0283567,Female,59,Cash,14-11-2021
405-0272567-4338740,Male,49,Debit Card,20-06-2021
171-4044598-7607555,Female,21,Cash,07-05-2022
402-9553911-3797120,Male,29,Cash,28-08-2021
402-6159104-4848320,Male,57,Credit Card,21-01-2021
171-8520982-9029148,Female,42,Cash,12-04-2021
402-3721594-5141167,Male,59,Cash,29-12-2021
404-3803046-4068323,Female,19,Cash,28-04-2021
403-7571956-4268354,Female,39,Credit Card,25-03-2021
406-2144180-2646752,Female,63,Credit Card,27-07-2021
404-9824686-5295561,Female,60,Debit Card,12-12-2021
171-2247193-1690717,Male,48,Debit Card,15-04-2021
408-8518646-9233100,Male,64,Credit Card,25-07-2022
403-9775429-2272333,Male,54,Cash,10-10-2022
405-1373047-4153135,Female,42,Credit Card,25-02-2023
404-7475490-3053105,Female,61,Cash,02-03-2023
171-5270050-6743567,Male,56,Cash,19-01-2023
406-0864370-9908303,Male,49,Debit Card,24-03-2021
408-5988810-7910756,Female,44,Cash,07-07-2022
402-4702141-8547508,Female,28,Cash,16-12-2022
408-7768926-8517944,Female,30,Credit Card,20-10-2021
403-2763517-3089934,Female,32,Cash,22-04-2021
171-5093113-1243543,Female,26,Credit Card,23-11-2021
403-9066060-8581933,Female,51,Cash,08-10-2022
408-3677713-8485149,Female,57,Debit Card,10-01-2021
403-6657485-3281128,Female,41,Credit Card,13-02-2022
404-2025769-7652308,Male,21,Cash,14-11-2022
404-9641041-5035566,Male,59,Credit Card,07-11-2021
404-6158849-9643565,Female,40,Cash,06-10-2021
404-2975046-1570766,Female,43,Debit Card,18-01-2023
402-8465050-7143536,Female,56,Cash,27-05-2021
406-9924689-5296303,Female,49,Cash,22-08-2022
406-4178197-8942739,Female,43,Cash,20-10-2022
171-5193873-7181165,Female,38,Credit Card,10-03-2021
404-3610194-6117904,Female,21,Cash,13-12-2022
403-1936015-3329911,Female,50,Credit Card,31-10-2022
406-4335609-4474738,Female,31,Cash,08-03-2022
402-7358480-3850742,Female,61,Cash,13-05-2021
402-3637628-6216328,Female,21,Debit Card,06-05-2022
405-4258506-7144359,Female,48,Cash,11-11-2022
405-5073194-8292314,Male,36,Cash,24-12-2021
405-3644036-0542714,Male,67,Cash,28-09-2021
407-8663785-1503551,Female,62,Credit Card,19-01-2023
402-3104369-8293129,Male,65,Cash,19-07-2021
402-4182256-5782709,Male,50,Debit Card,10-03-2022
407-2055242-3022767,Female,40,Cash,07-05-2022
403-3540648-1793131,Female,35,Credit Card,03-02-2021
405-8540320-4349165,Male,66,Debit Card,30-10-2022
408-6206339-7301152,Male,61,Debit Card,06-03-2022
408-1329055-1078753,Female,60,Credit Card,02-02-2022
406-7692730-3565952,Male,46,Debit Card,18-09-2022
406-1187718-9731502,Female,26,Cash,29-07-2022
407-5280017-3858715,Male,45,Cash,22-02-2022
171-9235054-5255567,Female,69,Credit Card,23-06-2021
408-5097072-4712322,Male,67,Cash,23-03-2021
402-0633442-9544323,Male,32,Credit Card,03-12-2021
171-9712318-4339562,Male,41,Credit Card,07-01-2022
405-5817439-9782714,Male,20,Credit Card,19-10-2022
171-6894926-6068366,Female,43,Cash,24-02-2022
406-7687571-7143553,Female,30,Cash,02-03-2021
406-2921852-0802729,Male,33,Cash,14-08-2021
406-2598786-8424360,Female,24,Debit Card,04-12-2021
406-7359682-1029150,Female,20,Debit Card,01-09-2021
403-7088829-1117968,Male,56,Credit Card,19-11-2021
407-5822698-8809124,Female,21,Debit Card,01-09-2021
403-3394386-2912303,Male,41,Cash,20-07-2022
407-4011423-5932318,Female,30,Debit Card,26-07-2022
404-8997701-5838730,Female,24,Cash,06-08-2021
407-0245478-1425941,Male,64,Cash,13-12-2022
405-6381642-1973957,Male,55,Cash,17-08-2021
406-5038784-6710761,Female,39,Debit Card,04-03-2023
171-0242185-4022727,Male,50,Cash,25-01-2022
402-9175044-8970764,Male,25,Credit Card,03-05-2021
403-2901886-1961143,Male,53,Cash,29-04-2021
408-0825449-6940337,Male,64,Cash,24-09-2021
406-0856423-5669159,Female,64,Cash,27-09-2022
404-0105960-6485163,Female,32,Cash,23-02-2023
403-8949543-8343557,Female,41,Cash,16-01-2021
407-7419861-4520333,Female,35,Credit Card,22-04-2021
402-6286471-9959505,Female,19,Cash,16-03-2021
405-1389811-0202722,Male,66,Cash,06-10-2021
402-0601289-0557157,Male,32,Debit Card,20-01-2022
406-5641403-9515549,Female,62,Debit Card,30-11-2022
408-5878589-1799533,Female,39,Credit Card,02-08-2022
408-7690080-6207523,Female,51,Debit Card,24-03-2021
408-5134441-0429960,Male,43,Cash,21-05-2022
402-1731287-9981147,Male,62,Credit Card,16-01-2021
402-4829494-8513113,Female,48,Cash,17-09-2022
402-5845740-6529931,Female,67,Debit Card,22-09-2021
403-2503598-5506718,Female,49,Cash,08-05-2022
405-1790173-3197132,Female,42,Cash,03-04-2021
405-6253437-4457118,Male,64,Cash,26-12-2021
404-0091108-4419524,Female,29,Cash,21-02-2022
171-0245906-2692319,Female,61,Debit Card,04-02-2023
403-0327137-0797107,Male,49,Cash,20-04-2022
405-5738434-7198762,Male,19,Cash,10-09-2021
402-6596009-0106747,Female,21,Debit Card,16-11-2022
404-6204048-5616358,Female,51,Cash,21-03-2021
404-8847664-7095520,Female,22,Cash,03-10-2021
404-3254731-3348353,Female,52,Debit Card,15-01-2023
408-7263987-7360342,Female,48,Debit Card,07-12-2022
408-6727532-6802744,Female,51,Debit Card,19-01-2023
404-4478199-0613969,Female,53,Cash,18-01-2021
407-7400175-6494739,Female,60,Cash,17-01-2023
405-4954867-1925935,Female,28,Cash,16-02-2023
407-6774029-0041905,Male,44,Credit Card,15-04-2021
403-0553000-2528320,Female,40,Credit Card,05-07-2022
405-6849191-4869953,Female,23,Credit Card,09-12-2021
402-6564556-7974723,Male,35,Credit Card,03-08-2022
402-8710192-2986707,Female,20,Debit Card,23-08-2021
408-9189814-1337959,Male,37,Debit Card,04-05-2022
405-8457251-9440321,Male,39,Debit Card,13-09-2022
406-0389127-7131565,Female,49,Debit Card,08-07-2022
404-2074637-5033964,Male,36,Credit Card,09-07-2021
408-1361340-6284358,Female,64,Credit Card,20-09-2021
408-4456614-0613922,Male,26,Cash,15-06-2021
405-4344342-3969135,Female,41,Credit Card,01-01-2022
402-8855751-3141904,Female,67,Cash,21-03-2021
408-0674219-5493938,Male,40,Debit Card,21-02-2023
405-4209421-9056358,Female,64,Cash,01-08-2022
406-2527523-1804362,Female,51,Debit Card,03-05-2022
171-8822316-2264308,Female,38,Debit Card,10-10-2021
405-1382824-0139523,Female,52,Credit Card,29-05-2022
408-3540833-5681167,Female,26,Credit Card,02-10-2022
402-6278253-0763545,Male,66,Cash,02-07-2022
408-8310139-4743521,Male,53,Cash,21-01-2023
171-8304082-3222759,Male,32,Credit Card,11-01-2022
406-3846244-8341912,Female,19,Credit Card,20-02-2021
405-0624078-6263508,Female,35,Debit Card,02-04-2022
402-2442123-3808334,Male,69,Cash,06-02-2021
404-3341068-9605962,Male,46,Cash,03-01-2022
408-4557401-8025150,Male,49,Cash,03-08-2022
408-7508098-4742752,Female,36,Cash,28-02-2022
406-1979324-5747549,Male,37,Cash,06-01-2023
404-5494614-6144317,Female,67,Cash,02-12-2022
171-3640773-5521926,Female,55,Cash,06-11-2022
407-9533857-8290711,Female,36,Cash,23-03-2021
407-8876728-9460325,Male,63,Cash,04-02-2022
403-2237052-8432357,Female,69,Debit Card,19-12-2022
