Customer ID,Sales,Quantity,Discount,Profit
JK-16120,143.7,3,0,68.976
HG-14965,43.26,3,0,14.2758
HG-14965,43.56,2,0,15.246
LA-16780,437.85,3,0,131.355
LA-16780,109.48,2,0,33.9388
TS-21610,1212.96,7,0.2,90.972
TS-21610,18.54,2,0,8.7138
MZ-17335,5,1,0,2.4
MZ-17335,371.97,3,0,66.9546
MW-18220,166.24,1,0,24.936
MV-17485,359.97,3,0,79.1934
AA-10375,499.98,2,0,114.9954
AA-10375,5.28,1,0,2.376
AA-10375,8.26,2,0,3.8822
SM-20320,7.968,2,0.2,2.6892
TP-21415,12.96,2,0,6.3504
DK-13225,6.48,1,0,3.1104
DK-13225,6.984,1,0.2,2.3571
MK-17905,47.96,5,0.2,4.1965
CS-12130,199.74,6,0,47.9376
JL-15850,435.26,7,0,95.7572
JL-15850,1119.984,2,0.2,377.9946
AR-10405,143.432,1,0.2,3.5858
AR-10405,122.352,3,0.2,13.7646
LM-17065,306.2,5,0,0
LM-17065,85.98,1,0,22.3548
LM-17065,223.96,4,0,53.7504
JK-15625,97.568,2,0.2,-6.098
JK-15625,614.272,8,0.2,-23.0352
JK-15625,199.98,2,0,37.9962
FM-14215,48.16,7,0,22.1536
SF-20200,23.92,2,0,6.6976
SF-20200,60.69,7,0,16.3863
PJ-18835,14.352,3,0.2,5.2026
CS-12355,35.04,2,0,12.264
BB-10990,17.48,5,0.2,1.311
BW-11200,16.4,5,0,4.756
RS-19420,892.98,2,0,80.3682
TS-21160,287.97,3,0,77.7519
TS-21160,595.38,6,0,297.69
TS-21160,12.96,2,0,6.2208
QJ-19255,4.95,1,0,1.3365
FM-14215,181.95,3,0,38.2095
VD-21670,13.52,4,0,6.2192
VD-21670,259.7,5,0,106.477
VD-21670,42.95,1,0,1.2885
VD-21670,1399.93,7,0,601.9699
VD-21670,503.96,4,0,125.99
JL-15505,12.72,3,0,6.36
JL-15505,11.52,4,0,5.6448
DL-13495,316,4,0,31.6
MO-17800,723.92,4,0,188.2192
MO-17800,106.32,3,0,49.9704
BP-11185,141.372,2,0.3,-14.1372
MS-17980,27.216,3,0.2,9.8658
SV-20935,390.75,5,0,171.93
BC-11125,280.792,1,0.2,35.099
BC-11125,68.448,4,0.2,7.7004
BC-11125,88.04,5,0.2,6.603
BC-11125,15.872,1,0.2,1.984
BC-11125,215.592,3,0.2,-48.5082
EM-13825,14.62,2,0,6.8714
EM-13825,416.32,2,0,112.4064
EM-13825,43,5,0,20.21
EM-13825,182.94,3,0,27.441
EM-13825,60.83,7,0,30.415
EM-13825,389.97,3,0,132.5898
BD-11500,194.32,4,0,56.3528
HW-14935,265.93,7,0,63.8232
KC-16255,94.74,3,0,44.5278
KC-16255,60.64,4,0,27.8944
KC-16255,76.3,5,0,38.15
KC-16255,364.8,12,0,167.808
BM-11575,79.872,3,0.2,29.952
BM-11575,46.384,1,0.2,1.1596
BM-11575,12.96,2,0,6.2208
KN-16705,14.352,3,0.2,5.2026
JD-16150,547.136,4,0.2,-68.392
LA-16780,41.96,2,0,2.9372
LA-16780,41.7,5,0,20.85
RW-19690,277.4,5,0,133.152
RW-19690,5.78,1,0,2.8322
KW-16570,69.216,6,0.2,11.2476
CC-12220,10.86,3,0,5.1042
CC-12220,426.79,7,0,123.7691
RH-19495,25.92,4,0,12.4416
RH-19495,45.92,4,0,22.5008
JK-15625,10.72,2,0.2,1.742
DC-13285,41.86,7,0,10.465
GM-14455,63.2,5,0,23.384
GM-14455,113.97,3,0,27.3528
CL-11890,123.552,3,0.2,-29.3436
PV-18985,490.32,9,0,137.2896
LT-17110,70.08,5,0.2,24.528
LT-17110,1.272,2,0.8,-2.1624
LT-17110,557.585,5,0.3,0
AM-10360,9.024,6,0.2,3.1584
AM-10360,69.456,2,0.2,22.5732
AM-10360,10.86,2,0,5.3214
AM-10360,79.47,3,0,22.2516
AM-10360,10.08,6,0,5.04
SC-20260,1552.831,7,0.15,200.9546
SC-20260,137.24,5,0.2,46.3185
SC-20260,36.51,1,0,15.6993
SC-20260,239.976,3,0.2,80.9919
CP-12340,1579.746,7,0.4,-447.5947
CP-12340,1071.576,4,0.4,-553.6476
CP-12340,613.908,3,0.4,-122.7816
CP-12340,34.86,7,0,16.3842
CP-12340,155.04,4,0,75.9696
RF-19840,13.71,5,0.7,-10.054
AB-10060,127.88,2,0,40.9216
AB-10060,160.32,2,0,44.8896
AB-10060,46,4,0,20.7
EH-13990,120.712,1,0.2,-18.1068
MN-17935,23.12,4,0,11.3288
KL-16555,532.704,6,0.2,-26.6352
KL-16555,4.912,2,0.2,0.307
MP-17965,252,4,0,93.24
BF-11020,60.288,8,0.6,-27.1296
BF-11020,2.632,1,0.2,0.8225
BF-11020,23.688,9,0.2,7.6986
BF-11020,253.372,2,0.3,-14.4784
TP-21130,5.67,3,0,0.1134
MS-17770,76.776,4,0.7,-58.8616
MS-17770,9.184,2,0.2,1.148
KM-16375,32.75,5,0,15.065
BE-11455,7.216,2,0.2,1.7138
BE-11455,49.568,2,0.2,15.49
BE-11455,54.712,7,0.2,11.6263
CV-12295,176.04,4,0,45.7704
CV-12295,16.02,9,0,4.4856
CV-12295,185.92,4,0.2,62.748
CV-12295,211.168,4,0.2,15.8376
CV-12295,479.984,2,0.2,59.998
DK-13375,7.86,2,0,3.6156
DK-13375,24.448,2,0.2,8.8624
SG-20605,6.48,1,0,3.1104
SG-20605,41.86,7,0,20.5114
SG-20605,1619.91,9,0,97.1946
SG-20605,113.92,4,0,42.1504
CS-12355,39.68,2,0,10.3168
PJ-18835,37.6,2,0,2.256
PJ-18835,59.9,2,0,23.96
PJ-18835,37,5,0,16.65
NP-18700,5.76,2,0,2.8224
NP-18700,16.68,6,0,4.3368
SB-20290,628.81,7,0,12.5762
SB-20290,56.45,5,0,14.677
AS-10090,94.2,6,0,23.55
AS-10090,28.4,5,0,13.348
HM-14860,956.6648,7,0.32,-225.0976
MG-18145,1115.91,9,0,200.8638
MG-18145,128.744,7,0.2,-28.9674
MG-18145,79.92,10,0.2,26.973
TM-21010,24.2,5,0,7.986
TM-21010,359.976,3,0.2,130.4913
BE-11335,211.84,8,0,76.2624
AS-10630,5.68,2,0.2,1.917
EM-13810,7.52,5,0.2,2.632
JA-15970,11.96,2,0,5.8604
JA-15970,629.064,3,0.2,31.4532
TB-21595,754.45,5,0,60.356
PP-18955,301.96,2,0,60.392
ML-18040,595,5,0,95.2
ML-18040,79.872,3,0.2,29.952
LC-16930,2396.4,10,0.2,179.73
MC-17590,63.56,2,0,3.178
MC-17590,99.99,1,0,43.9956
CR-12580,230.376,3,0.2,-48.9549
CR-12580,9.664,2,0.2,3.2616
SV-20935,158.928,7,0.2,41.7186
SV-20935,13.023,1,0.7,-10.4184
SV-20935,273.06,2,0.4,-104.673
SV-20935,39.312,13,0.2,12.7764
MZ-17515,1.344,4,0.8,-2.1504
MZ-17515,8.272,4,0.8,-13.6488
MZ-17515,12.544,7,0.6,-9.0944
RB-19795,58.48,8,0,27.4856
HM-14860,7.4,2,0,3.034
AZ-10750,366.786,7,0.1,65.2064
JH-15910,54.368,4,0.2,4.0776
PJ-18835,33.96,2,0,16.98
PJ-18835,826.11,3,0,322.1829
CA-12265,545.85,9,0,114.6285
PW-19240,145.98,2,0.5,-99.2664
PW-19240,35.808,4,0.2,12.5328
SW-20455,7.904,2,0.2,2.1736
AF-10870,345,5,0,86.25
AF-10870,174.286,2,0.3,-19.9184
AF-10870,662.84,4,0,172.3384
AF-10870,95.1,5,0,30.432
AF-10870,26.88,6,0,12.9024
AF-10870,257.98,2,0,74.8142
AM-10705,17.48,2,0,8.2156
BD-11320,492.835,5,0.3,-14.081
CM-12385,269.49,3,0,5.3898
CS-12400,29.12,5,0.2,9.828
DB-13405,18.75,5,0,9
DB-13405,119.7,6,0,31.122
DB-13405,9.144,3,0.2,3.0861
DB-13405,57.06,3,0,18.2592
DB-13405,71.6,8,0,13.604
DB-13405,107.44,8,0,27.9344
DB-13405,7.31,1,0,3.4357
DB-13405,59.1,6,0,22.458
DB-13405,46.53,3,0,12.0978
JG-15160,97.84,2,0,25.4384
SC-20380,29.97,3,0,13.4865
SC-20380,98.352,3,0.2,34.4232
CS-12460,83.92,5,0.2,29.372
CS-12460,14.624,2,0.2,5.1184
CS-12460,136.99,1,0,36.9873
CS-12460,3.15,1,0,1.512
MK-18160,9.11,1,0,4.0995
MK-18160,571.44,4,0,165.7176
MK-18160,32.4,5,0,15.552
MK-18160,16.91,1,0,4.5657
CM-11935,14.272,8,0.2,4.2816
CM-11935,451.136,4,0.2,-67.6704
CM-11935,64.864,4,0.2,6.4864
PF-19225,217.584,2,0.2,-29.9178
PF-19225,82.95,5,0,29.0325
PF-19225,87.71,7,0,41.2237
PF-19225,1101.48,4,0,429.5772
GM-14695,1322.352,3,0.2,-99.1764
DC-12850,5.46,3,0,1.4742
FO-14305,11.184,1,0.2,0.8388
FO-14305,153.584,2,0.2,-32.6366
AH-10210,1003.62,6,0,0
KN-16705,35.168,4,0.2,11.4296
KN-16705,1137.75,5,0,250.305
KN-16705,99.68,5,0.2,32.396
KN-16705,5.56,2,0,1.4456
CB-12535,85.52,2,0,22.2352
CB-12535,9.84,3,0,2.6568
CB-12535,20.04,3,0,9.6192
TB-21250,631.96,4,0,303.3408
TB-21250,23.92,4,0,10.764
KD-16345,90.24,6,0,41.5104
JM-15865,4548.81,7,0,1228.1787
KT-16480,300.93,5,0.3,-34.392
KT-16480,719.96,5,0.2,53.997
SC-20575,647.84,8,0,32.392
BS-11800,64.17,3,0,18.6093
BS-11800,124.46,2,0,58.4962
BT-11395,9.584,1,0.2,3.3544
DC-12850,37.608,3,0.2,12.6927
LS-17200,12.224,2,0.2,4.4312
LS-17200,2.304,4,0.8,-3.5712
LS-17200,9.36,4,0.8,-16.38
RR-19315,7.38,2,0,3.4686
KL-16645,53.72,4,0,15.0416
KL-16645,8187.65,5,0,327.506
KL-16645,77.92,8,0,34.2848
RB-19435,32.784,4,0.8,-85.2384
MY-17380,196.776,3,0.2,14.7582
MY-17380,479.94,6,0,52.7934
AW-10930,1117.92,4,0,55.896
KW-16570,106.5,6,0,41.535
DB-12910,45.66,5,0.7,-33.484
BB-11545,95.968,4,0.2,1.1996
BB-11545,47.992,2,0.3,-2.0568
NP-18700,264.32,2,0.2,19.824
PB-19105,604.656,9,0.2,204.0714
DW-13585,129.93,3,0,12.993
CD-12790,20.16,7,0,9.8784
CD-12790,29.46,6,0,14.4354
CD-12790,868.59,3,0,251.8911
CD-12790,12.96,2,0,6.2208
CD-12790,5.5,1,0,1.375
CD-12790,121.6,4,0,55.936
TT-21220,42.048,9,0.2,5.256
TT-21220,25.488,2,0.2,4.4604
TT-21220,6.9,3,0.8,-12.075
TT-21220,9.648,6,0.8,-16.884
TT-21220,7.968,2,0.2,2.8884
DB-12910,10.368,2,0.2,3.6288
DJ-13510,114.2,5,0,52.532
DJ-13510,17.96,4,0,8.2616
DJ-13510,12.67,7,0,4.5612
DJ-13510,339.96,4,0,122.3856
DL-13495,1801.632,6,0.2,-337.806
LO-17170,46.32,4,0,18.0648
SV-20365,181.986,2,0.3,-54.5958
SV-20365,431.976,4,0.4,-100.7944
SV-20365,155.37,1,0.4,-36.253
EM-13810,1348.704,6,0.2,-219.1644
EM-13810,700.152,3,0.2,78.7671
KD-16615,111.888,7,0.2,22.3776
NB-18580,143.952,3,0.2,14.3952
AP-10720,173.94,3,0,13.9152
AP-10720,14.76,4,0,6.9372
JE-15745,205.92,4,0,2.0592
JE-15745,102.833,1,0.15,-6.049
JM-15865,2.304,1,0.2,0.2592
JM-15865,1879.96,5,0.2,211.4955
JM-15865,313.024,8,0.2,105.6456
JM-15865,5.04,2,0.2,1.764
AB-10105,821.88,6,0,213.6888
AB-10105,21.96,2,0,10.7604
PN-18775,25.92,4,0,12.4416
JC-15775,705.544,7,0.2,70.5544
PF-19165,50,2,0,12
BW-11110,51.712,8,0.6,-32.32
BP-11185,6.992,2,0.2,0.5244
TM-21010,1406.86,7,0,140.686
TM-21010,15.75,5,0,7.56
TM-21010,323.1,2,0,61.389
MB-17305,9.216,4,0.2,3.3408
MB-17305,10.368,2,0.2,3.6288
HR-14830,15.02,1,0,2.7036
HR-14830,33.82,2,0,9.1314
BD-11635,71,4,0,27.69
SF-20200,25.12,5,0.2,7.85
SF-20200,2665.62,9,0,239.9058
SP-20620,478.08,8,0,133.8624
DR-12880,164.388,2,0.4,-35.6174
DR-12880,13.248,4,0.2,3.6432
VM-21685,2.912,2,0.2,0.91
CM-12235,1399.944,7,0.2,52.4979
SM-20320,526.45,5,0,31.587
RA-19885,16.23,3,0,7.9527
RA-19885,319.9,5,0,156.751
RA-19885,11.36,2,0,5.3392
RA-19885,675.12,3,0,290.3016
SD-20485,62.82,3,0,30.7818
SD-20485,489.92,8,0,0
SD-20485,19.44,3,0,9.3312
SD-20485,16.68,2,0,8.34
SD-20485,155.35,13,0,0
SD-20485,12.42,3,0,4.4712
SD-20485,187.98,2,0,52.6344
CS-12250,6.608,2,0.2,2.1476
RA-19285,248.57,7,0,67.1139
RA-19285,22.23,1,0,9.7812
BF-11005,5.98,1,0,1.0166
BF-11005,246.168,3,0.2,21.5397
SE-20110,14.136,2,0.6,-7.7748
SE-20110,601.47,3,0.5,-300.735
RS-19765,79.1,2,0,39.55
RS-19765,327.84,8,0,157.3632
BM-11650,180.96,2,0,81.432
BM-11650,914.97,3,0,411.7365
BM-11650,587.97,3,0,158.7519
BM-11650,530.34,2,0,95.4612
BM-11650,14.94,3,0,7.3206
SK-19990,121.94,2,0,35.3626
SK-19990,122.71,7,0,36.813
EN-13780,14.94,3,0,7.0218
EN-13780,1349.85,3,0,364.4595
EN-13780,136.784,1,0.2,5.1294
EN-13780,61.12,4,0,20.7808
KN-16450,1.167,1,0.7,-0.8558
MG-17890,16.99,1,0,4.9271
MC-17590,24.672,3,0.2,0
MC-17590,2.52,1,0.2,0.882
MC-17590,1218.735,5,0.3,-121.8735
MC-17590,5.904,2,0.2,1.9926
MC-17590,15.696,3,0.2,5.1012
MC-17590,6.096,3,0.6,-3.9624
BO-11350,41.568,2,0.2,2.598
AG-10300,230.28,3,0.2,23.028
AG-10300,18.288,6,0.2,5.715
MS-17365,5.78,2,0,2.7166
MS-17365,121.68,13,0.2,38.025
JM-15655,4.17,3,0,1.0842
JM-15655,67.04,4,0.2,6.704
JM-15655,37.32,3,0,10.4496
JM-15655,18.45,5,0,8.6715
MC-17635,25.92,4,0,12.4416
TA-21385,11199.968,4,0.2,3919.9888
TA-21385,2399.6,8,0,647.892
TA-21385,63.9,5,0,28.755
TA-21385,52.99,1,0,0.5299
SB-20290,60.864,4,0.2,9.1296
SB-20290,652.995,7,0.7,-935.9595
SB-20290,11.22,10,0.7,-7.48
AB-10150,14.94,3,0,7.0218
JF-15295,39.96,2,0,17.1828
JF-15295,42.624,2,0.2,4.2624
JF-15295,220.96,1,0.2,24.858
BF-10975,4.928,2,0.2,0.7392
BF-10975,7.23,5,0.7,-5.784
TT-21265,323.1,2,0,61.389
SB-20170,19.04,4,0,9.3296
SB-20170,13.128,3,0.2,4.2666
SB-20170,64.14,3,0,16.6764
SB-20170,858.24,4,0.1,143.04
LM-17065,29.99,1,0,2.999
KA-16525,186.048,6,0.2,67.4424
BF-11170,36.792,1,0.2,4.1391
BF-11170,18.624,8,0.2,6.2856
TB-21400,57.69,3,0,23.6529
TB-21400,42.81,3,0,20.1207
TB-21400,12.96,2,0,6.2208
TB-21400,821.88,6,0,213.6888
TB-21400,104.85,3,0,28.3095
SH-19975,424.9575,5,0.15,19.998
AS-10225,10.776,3,0.2,3.5022
AS-10225,11.784,3,0.2,4.2717
AS-10225,164.88,3,0,80.7912
AS-10225,1292.94,3,0,77.5764
AS-10225,25.584,2,0.2,8.9544
AS-10225,261.74,2,0,65.435
AS-10225,14.4,5,0,7.056
PK-19075,10.86,3,0,5.1042
HR-14830,883.84,4,0.2,99.432
DG-13300,1979.89,11,0,494.9725
DG-13300,79.96,2,0,35.982
CL-12700,8.76,2,0,4.2048
HF-14995,3.984,1,0.2,1.2948
HF-14995,370.62,3,0.4,-142.071
HF-14995,2.742,2,0.7,-2.0108
HG-15025,79.512,3,0.2,20.8719
HG-15025,28.352,1,0.2,9.5688
NL-18310,40.784,1,0.2,4.5882
NL-18310,105.96,4,0,29.6688
RR-19525,166.44,3,0,79.8912
RR-19525,785.88,6,0,212.1876
RR-19525,26.2,2,0,12.838
RR-19525,1325.85,5,0,238.653
TC-21295,166.44,3,0,79.8912
DB-13615,8.76,5,0.2,0.7665
DB-13615,43.584,1,0.2,4.3584
SV-20785,11.088,7,0.7,-8.1312
SV-20785,25.164,2,0.7,-16.776
MH-18115,14.4,5,0,7.056
MH-18115,619.95,5,0,111.591
MH-18115,89.52,4,0,42.0744
MH-18115,350.973,3,0.1,152.0883
MH-18115,164.99,1,0,49.497
CT-11995,312.552,9,0.2,101.5794
KB-16315,95.952,3,0.2,29.985
KB-16315,3.204,2,0.7,-2.4564
RA-19285,3.98,5,0.8,-6.567
YC-21895,15.7,5,0,7.065
RA-19915,5.248,4,0.2,1.64
CM-12160,5.346,3,0.7,-4.455
CS-12130,15.48,3,0.2,5.6115
CS-12130,108.576,3,0.2,8.1432
AJ-10795,109.9,5,0,37.366
DL-12865,15.384,1,0.2,4.0383
BE-11410,30.352,2,0.2,10.6232
SM-20320,821.3,4,0.5,-16.426
SM-20320,22638.48,6,0.5,-1811.0784
SM-20320,21.376,4,0.2,7.4816
SM-20320,8.016,3,0.2,1.002
SM-20320,30.768,2,0.2,8.0766
SM-20320,18.936,3,0.2,5.9175
SM-20320,122.352,3,0.2,15.294
RP-19390,116.28,3,0,56.9772
JD-16015,132.6,6,0,17.238
AB-10255,16.68,2,0,4.3368
AB-10255,19.44,3,0,9.3312
AB-10255,192.16,4,0,92.2368
CC-12145,227.36,7,0,81.8496
CC-12145,1919.976,3,0.2,215.9973
GH-14425,12.828,2,0.7,-8.9796
CP-12085,45.888,4,0.2,9.1776
GM-14440,60.12,9,0,22.2444
LC-16885,302.376,3,0.2,37.797
BT-11305,13.9,5,0,5.56
CP-12085,129.98,2,0,62.3904
SC-20680,71.98,2,0,15.1158
DK-13375,377.97,3,0,109.6113
SE-20110,124.36,2,0,33.5772
LF-17185,23.976,3,0.6,-14.3856
ON-18715,8.376,3,0.2,2.7222
ON-18715,58.24,5,0.2,5.096
TB-21400,81.2,5,0,12.18
DF-13135,14.45,5,0,6.7915
DF-13135,95.648,2,0.2,31.0856
EP-13915,359.97,5,0.4,-71.994
EP-13915,350.352,4,0.4,-140.1408
SK-19990,1.641,1,0.7,-1.3128
SK-19990,629.958,7,0.4,94.4937
FH-14350,6.63,3,0,1.7901
FH-14350,799.96,4,0,343.9828
FH-14350,107.53,1,0,21.506
EH-13945,73.98,2,0,19.9746
EH-13945,5.58,1,0,2.1762
JE-15715,49.12,4,0,23.0864
KL-16645,377.97,3,0,94.4925
KL-16645,42.28,7,0,19.8716
KL-16645,299.97,3,0,56.9943
KL-16645,89.98,2,0,43.1904
EB-13750,477.24,4,0,9.5448
EB-13750,25.98,2,0,1.5588
BD-11725,46.72,5,0.2,17.52
MS-17530,35.34,2,0,13.4292
SC-20770,257.64,6,0,100.4796
SC-20770,125.976,3,0.2,47.241
FM-14380,79.992,1,0.2,21.9978
KT-16480,700.056,3,0.3,-130.0104
AP-10720,27.168,4,0.2,-1.3584
RH-19555,8.226,3,0.7,-6.0324
CS-11950,585.552,3,0.2,73.194
TM-21010,423.28,11,0,110.0528
HF-14995,225.296,2,0.2,22.5296
GA-14515,5.56,2,0,2.224
GA-14515,323.37,3,0,129.348
GA-14515,783.96,5,0.2,68.5965
GA-14515,1447.65,5,0,419.8185
GA-14515,11.96,2,0,5.8604
ES-14020,239.97,3,0,71.991
JP-16135,76.92,4,0,31.5372
JP-16135,481.32,4,0,125.1432
Dp-13240,48.4,5,0,23.232
NK-18490,0.99,1,0,0.4356
NK-18490,101.84,5,0.2,36.917
PL-18925,10.332,3,0.7,-7.5768
PL-18925,31.155,5,0.7,-23.8855
PL-18925,8.928,2,0.2,0.6696
RW-19690,34.384,1,0.2,3.8682
RW-19690,1924.16,8,0.2,312.676
MO-17950,32.192,2,0.8,-80.48
MO-17950,50.12,7,0.2,-0.6265
MO-17950,47.976,3,0.2,1.7991
JJ-15445,54.5,5,0,14.17
BT-11680,19.104,3,0.2,5.7312
RD-19585,49.44,3,0,24.2256
ML-17755,10.368,2,0.2,3.6288
JE-15745,154.44,3,0,1.5444
ER-13855,60.984,7,0.2,4.5738
JM-15535,195.466,2,0.15,-13.7976
SS-20140,23.68,8,0.2,6.216
SS-20140,2.376,3,0.2,0.7425
TC-21295,59.2,4,0,29.6
HG-15025,22,10,0,9.68
LD-17005,257.98,2,0,74.8142
AS-10285,23.988,2,0.4,-15.992
MP-17965,23.976,4,0.4,-15.5844
CD-12790,601.536,4,0.2,0
CD-12790,7.9,2,0,2.528
MD-17860,58.36,5,0.6,-24.803
MD-17860,16.464,7,0.2,1.4406
MD-17860,39.96,5,0.6,-23.976
BM-11650,25.96,2,0,7.5284
BM-11650,36.27,3,0,10.881
BM-11650,6.48,1,0,3.1104
KN-16450,1075.088,14,0.2,94.0702
KN-16450,438.368,4,0.2,38.3572
KN-16450,18.088,7,0.2,6.5569
KN-16450,308.499,3,0.15,-18.147
IG-15085,13.36,4,0,4.1416
IG-15085,39.96,2,0,18.7812
IG-15085,145.85,5,0,70.008
JS-15595,783.96,5,0.2,78.396
GA-14725,7.88,1,0.2,1.773
DL-13330,41.37,3,0,17.3754
CS-12505,12.84,3,0,5.778
CS-12505,25.68,6,0,11.556
CC-12145,47.516,2,0.3,-2.0364
MH-18025,9.42,2,0,0.471
MH-18025,12.96,2,0,6.2208
MH-18025,704.9,5,0,56.392
MH-18025,561.568,2,0.2,28.0784
MP-18175,179.82,9,0,84.5154
MP-18175,185.58,6,0,76.0878
MP-18175,214.11,3,0,36.3987
MP-18175,999.96,4,0,229.9908
MP-18175,653.55,3,0,111.1035
DR-12940,114.6,5,0,51.57
DR-12940,60.74,1,0,15.185
DR-12940,124.36,2,0,27.3592
DR-12940,1088.76,6,0,315.7404
DM-13015,6.72,5,0.2,2.352
DM-13015,298.776,3,0.2,7.4694
BD-11620,302.376,3,0.2,22.6782
DC-12850,8.928,2,0.2,0.558
DC-12850,47.584,2,0.2,-2.974
MT-18070,33.792,8,0.2,10.56
MT-18070,300.5328,2,0.32,-97.2312
MT-18070,2.724,2,0.8,-4.3584
MT-18070,3.264,2,0.2,1.1016
MJ-17740,108.336,6,0.2,37.9176
MJ-17740,55.92,5,0.2,6.291
MJ-17740,78.304,2,0.2,29.364
ND-18370,443.92,5,0.2,-94.333
ND-18370,155.976,3,0.2,54.5916
CA-11965,15.47,7,0,4.1769
CA-11965,7.16,2,0,3.4368
GA-14725,10.89,1,0,2.8314
GA-14725,19.44,3,0,9.3312
GA-14725,121.6,5,0.2,39.52
TC-21295,695.7,2,0.5,-27.828
JB-15400,120.33,1,0,31.2858
CK-12325,1139.92,4,0,284.98
RL-19615,229.544,7,0.2,83.2097
AC-10660,143.728,2,0.2,-32.3388
BH-11710,36.048,3,0.2,-0.9012
BG-11695,845.488,8,0.3,-12.0784
XP-21865,50.94,3,0,14.2632
SN-20560,762.594,3,0.8,-1143.891
DM-13345,56.28,6,0,15.7584
DM-13345,2690.97,3,0,1264.7559
AJ-10780,7.434,6,0.7,-5.6994
KC-16255,64.784,1,0.2,-12.9568
VF-21715,28.16,4,0,13.2352
SV-20935,14.98,1,0,6.8908
SV-20935,20.32,4,0,6.9088
EM-13810,40.29,3,0,10.4754
RB-19360,20.23,7,0,9.5081
DJ-13510,1603.136,4,0.2,100.196
CC-12370,225.296,2,0.2,22.5296
SC-20380,67.8,4,0,4.068
SC-20380,377.97,3,0,98.2722
SC-20380,1628.82,9,0,374.6286
SC-20380,286.93,7,0,140.5957
RH-19495,20.736,4,0.2,7.2576
JK-15370,31.44,3,0,8.4888
JK-15370,83.79,7,0,22.6233
JK-15370,59.52,3,0,15.4752
JK-15370,31.92,4,0,9.2568
AF-10885,14.72,5,0.2,-3.312
AF-10885,38.976,3,0.2,-2.436
LC-16885,17.088,2,0.2,1.068
BF-11275,74.352,3,0.2,23.235
BF-11275,314.352,3,0.2,-35.3646
SC-20800,4.26,1,0,1.7466
SW-20275,811.28,8,0,24.3384
MC-17845,6.03,3,0,2.9547
TD-20995,153.568,2,0.2,-5.7588
TD-20995,1013.488,7,0.2,76.0116
Dp-13240,52.34,2,0,24.5998
Dp-13240,4.66,2,0,1.3514
Dp-13240,254.97,3,0,91.7892
SD-20485,25.44,6,0,12.72
SD-20485,27.93,3,0,8.0997
TM-21010,8.85,5,0.8,-13.7175
BK-11260,6.96,4,0,2.2272
JF-15490,17.456,2,0.2,5.8914
EP-13915,307.92,5,0.2,-34.641
EP-13915,6.63,3,0,1.7901
EP-13915,12.96,2,0,6.2208
EP-13915,32.4,5,0,15.552
KH-16630,23.85,5,0,10.7325
HG-14845,51.96,2,0,12.99
HG-14845,17.94,3,0,8.6112
JC-16105,11.56,2,0,5.6644
JC-16105,26.4,5,0,11.88
JC-16105,69.08,11,0,29.0136
JC-16105,35.88,3,0,10.0464
KM-16720,49.65,5,0,20.853
EB-13975,959.968,4,0.2,119.996
PW-19240,408.422,2,0.3,-5.8346
PG-18895,479.984,2,0.2,59.998
PG-18895,12.6,4,0,6.048
DB-12910,184.66,7,0,84.9436
CR-12730,23.12,5,0.2,8.381
KH-16330,37.464,7,0.2,12.1758
KH-16330,539.658,3,0.3,-7.7094
CS-12400,310.12,2,0,80.6312
DL-12925,8.56,2,0,3.852
DL-12925,52.4,5,0,14.148
DL-12925,14.94,3,0,6.8724
ME-17725,11.22,3,0,0.2244
VD-21670,387.136,4,0.2,24.196
CK-12205,41.4,5,0,19.458
CK-12205,35,4,0,10.5
CK-12205,39.552,3,0.2,14.3376
DL-12925,135.72,3,0,35.2872
DL-12925,12.56,2,0,5.652
DL-12925,263.96,4,0,71.2692
SE-20110,5.952,1,0.2,0.372
LS-17200,15.8,5,0.2,2.37
LS-17200,14.368,2,0.2,3.9512
LS-17200,70.448,7,0.2,12.3284
MM-17920,129.3,2,0,6.465
DB-13270,3.882,3,0.8,-5.823
RW-19630,6.08,1,0,3.04
JM-16195,19.9,1,0,8.955
JM-16195,70.71,1,0,4.9497
BP-11155,18.84,3,0,7.9128
CT-11995,8.64,3,0,2.5056
TH-21550,1633.188,4,0.7,-1306.5504
ME-17320,19.76,4,0,8.2992
TT-21220,6.608,2,0.2,2.2302
TT-21220,7.28,2,0.2,2.73
TT-21220,144.784,1,0.2,10.8588
GT-14710,156.792,1,0.2,13.7193
GT-14710,431.976,3,0.2,26.9985
GT-14710,35.89,1,0,16.1505
GT-14710,47.208,7,0.2,15.3426
GT-14710,248.08,7,0,116.5976
GT-14710,189.7,5,0,89.159
GT-14710,59.808,3,0.2,19.4376
JD-16150,90.99,1,0,14.5584
JD-16150,1526.56,7,0,427.4368
JD-16150,368.97,3,0,40.5867
MC-18100,305.01,9,0,76.2525
MC-18100,18.7,1,0,7.106
LH-17020,38.29,7,0,16.4647
MP-18175,26.25,3,0,11.025
MP-18175,64.96,14,0.2,22.736
MP-18175,43.7,5,0,20.539
EM-14140,41.6,4,0.2,13
EM-14140,23.12,5,0.2,8.381
EM-14140,113.888,2,0.2,9.9652
EM-14140,113.568,2,0.2,-5.6784
EM-14140,7.92,2,0.2,0.693
EM-14140,671.984,2,0.2,50.3988
GG-14650,39.99,1,0,11.5971
MA-17995,191.646,3,0.1,31.941
SH-20395,2.313,1,0.7,-1.9275
KT-16465,19.936,4,0.2,7.2268
