Customer ID,Order ID,Order Date,Ship Date,Ship Mode
ME-18010,CA-2011-116932,21-07-2011,25-07-2011,Standard Class
BP-11230,CA-2014-142888,22-11-2014,26-11-2014,Standard Class
MP-17470,CA-2011-147914,04-06-2011,09-06-2011,Standard Class
CJ-12010,US-2013-112977,11-03-2013,17-03-2013,Standard Class
JC-15775,CA-2014-112039,26-03-2014,30-03-2014,Standard Class
JG-15160,CA-2014-118885,30-12-2014,03-01-2015,Standard Class
JG-15160,CA-2014-118885,30-12-2014,03-01-2015,Standard Class
CK-12760,US-2014-166611,29-03-2014,03-04-2014,Standard Class
LF-17185,CA-2012-109512,05-03-2012,05-03-2012,Same Day
LF-17185,CA-2012-109512,05-03-2012,05-03-2012,Same Day
LF-17185,CA-2012-109512,05-03-2012,05-03-2012,Same Day
CC-12430,CA-2013-118570,14-11-2013,18-11-2013,Standard Class
DL-12865,CA-2014-154718,20-01-2014,24-01-2014,Second Class
PG-18895,CA-2013-147578,23-04-2013,27-04-2013,Second Class
EH-14005,CA-2011-140165,13-05-2011,15-05-2011,First Class
EH-14005,CA-2011-140165,13-05-2011,15-05-2011,First Class
TB-21520,CA-2011-142587,21-10-2011,22-10-2011,First Class
TB-21520,CA-2011-142587,21-10-2011,22-10-2011,First Class
DK-13225,CA-2011-157623,14-03-2011,18-03-2011,Standard Class
DK-13225,CA-2011-157623,14-03-2011,18-03-2011,Standard Class
JP-15520,CA-2014-145310,23-12-2014,25-12-2014,Second Class
CD-11980,CA-2013-100083,25-11-2013,30-11-2013,Standard Class
AS-10090,US-2014-108063,03-12-2014,06-12-2014,First Class
JO-15280,CA-2012-109197,31-12-2012,04-01-2013,Standard Class
AC-10450,CA-2014-141789,04-10-2014,07-10-2014,First Class
RA-19945,CA-2011-169775,29-08-2011,02-09-2011,Second Class
RA-19945,CA-2011-169775,29-08-2011,02-09-2011,Second Class
RA-19945,CA-2011-169775,29-08-2011,02-09-2011,Second Class
Co-12640,CA-2013-140543,30-06-2013,04-07-2013,Second Class
DW-13480,CA-2013-151141,21-08-2013,24-08-2013,First Class
DK-12835,CA-2014-167094,22-10-2014,23-10-2014,First Class
DK-12835,CA-2014-167094,22-10-2014,23-10-2014,First Class
DK-12835,CA-2014-167094,22-10-2014,23-10-2014,First Class
MD-17860,CA-2014-154410,22-10-2014,25-10-2014,First Class
RP-19855,US-2013-150567,18-05-2013,22-05-2013,Standard Class
RP-19855,US-2013-150567,18-05-2013,22-05-2013,Standard Class
RW-19540,CA-2012-157959,03-02-2012,04-02-2012,First Class
DB-13660,CA-2014-105886,19-12-2014,24-12-2014,Standard Class
SC-20770,CA-2013-105963,16-11-2013,23-11-2013,Standard Class
FH-14275,CA-2014-121503,04-07-2014,07-07-2014,Second Class
FH-14275,CA-2014-121503,04-07-2014,07-07-2014,Second Class
EH-13990,CA-2011-103366,16-01-2011,18-01-2011,First Class
AS-10630,CA-2014-124597,01-05-2014,06-05-2014,Standard Class
AS-10630,CA-2014-124597,01-05-2014,06-05-2014,Standard Class
AS-10630,CA-2014-124597,01-05-2014,06-05-2014,Standard Class
HA-14905,CA-2012-105634,08-11-2012,14-11-2012,Standard Class
CH-12070,CA-2012-123673,30-10-2012,01-11-2012,Second Class
EH-13765,US-2014-111423,18-08-2014,20-08-2014,First Class
EH-13765,US-2014-111423,18-08-2014,20-08-2014,First Class
MZ-17515,CA-2012-125178,03-10-2012,09-10-2012,Standard Class
SC-20230,CA-2013-156685,09-07-2013,11-07-2013,Second Class
SC-20230,CA-2013-156685,09-07-2013,11-07-2013,Second Class
NP-18325,CA-2014-126865,06-12-2014,08-12-2014,Second Class
LW-16990,CA-2014-102834,10-03-2014,14-03-2014,Standard Class
GM-14680,US-2013-139710,10-06-2013,16-06-2013,Standard Class
RH-19495,CA-2014-121538,29-11-2014,02-12-2014,First Class
VM-21685,US-2014-101539,17-03-2014,19-03-2014,Second Class
VM-21685,US-2014-101539,17-03-2014,19-03-2014,Second Class
VM-21685,US-2014-101539,17-03-2014,19-03-2014,Second Class
CC-12670,CA-2013-152121,28-11-2013,30-11-2013,Second Class
SV-20365,CA-2014-161200,07-08-2014,11-08-2014,Second Class
SV-20365,CA-2014-161200,07-08-2014,11-08-2014,Second Class
LW-16990,CA-2014-101245,28-11-2014,04-12-2014,Standard Class
LW-16990,CA-2014-101245,28-11-2014,04-12-2014,Standard Class
NP-18685,CA-2012-141768,25-05-2012,27-05-2012,Second Class
JE-15715,CA-2013-112109,09-07-2013,13-07-2013,Standard Class
JE-15715,CA-2013-112109,09-07-2013,13-07-2013,Standard Class
JE-15715,CA-2013-112109,09-07-2013,13-07-2013,Standard Class
JE-15715,CA-2013-112109,09-07-2013,13-07-2013,Standard Class
CP-12085,CA-2014-144064,30-08-2014,02-09-2014,First Class
CP-12085,CA-2014-144064,30-08-2014,02-09-2014,First Class
CP-12085,CA-2014-144064,30-08-2014,02-09-2014,First Class
EA-14035,CA-2013-108581,21-06-2013,27-06-2013,Standard Class
EA-14035,CA-2013-108581,21-06-2013,27-06-2013,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
AC-10615,CA-2014-157987,03-09-2014,07-09-2014,Standard Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
RW-19690,CA-2014-110905,11-09-2014,16-09-2014,Second Class
DB-13210,CA-2014-165841,22-12-2014,29-12-2014,Standard Class
DB-13210,CA-2014-165841,22-12-2014,29-12-2014,Standard Class
DB-13210,CA-2014-165841,22-12-2014,29-12-2014,Standard Class
BD-11320,CA-2014-117485,24-09-2014,30-09-2014,Standard Class
ML-17755,CA-2014-140242,07-05-2014,12-05-2014,Standard Class
ML-17755,CA-2014-140242,07-05-2014,12-05-2014,Standard Class
JD-16015,CA-2011-148950,14-12-2011,19-12-2011,Standard Class
JD-16015,CA-2011-148950,14-12-2011,19-12-2011,Standard Class
JD-16015,CA-2011-148950,14-12-2011,19-12-2011,Standard Class
AS-10225,CA-2011-110408,18-10-2011,20-10-2011,Second Class
AS-10225,CA-2011-110408,18-10-2011,20-10-2011,Second Class
AS-10225,CA-2011-110408,18-10-2011,20-10-2011,Second Class
AA-10375,CA-2012-109939,08-05-2012,12-05-2012,Standard Class
KT-16465,CA-2013-112669,15-04-2013,15-04-2013,Same Day
KT-16465,CA-2013-112669,15-04-2013,15-04-2013,Same Day
MM-18280,CA-2012-119592,14-12-2012,16-12-2012,Second Class
NG-18430,CA-2011-122749,03-12-2011,09-12-2011,Standard Class
LW-16825,CA-2011-164721,25-11-2011,27-11-2011,Second Class
LW-16825,CA-2011-164721,25-11-2011,27-11-2011,Second Class
LW-16825,CA-2011-164721,25-11-2011,27-11-2011,Second Class
CB-12415,CA-2013-147417,26-07-2013,28-07-2013,First Class
AS-10090,CA-2012-127509,09-11-2012,13-11-2012,Standard Class
AS-10090,CA-2012-127509,09-11-2012,13-11-2012,Standard Class
AS-10090,CA-2012-127509,09-11-2012,13-11-2012,Standard Class
AS-10090,CA-2012-127509,09-11-2012,13-11-2012,Standard Class
CB-12415,CA-2014-111374,25-02-2014,01-03-2014,Standard Class
ML-17755,CA-2014-133648,26-06-2014,03-07-2014,Standard Class
ML-17755,CA-2014-133648,26-06-2014,03-07-2014,Standard Class
ML-17755,CA-2014-133648,26-06-2014,03-07-2014,Standard Class
JS-16030,US-2014-147221,03-12-2014,05-12-2014,Second Class
JS-16030,US-2014-147221,03-12-2014,05-12-2014,Second Class
ND-18460,CA-2011-131905,07-02-2011,10-02-2011,First Class
ND-18460,CA-2011-131905,07-02-2011,10-02-2011,First Class
ND-18460,CA-2011-131905,07-02-2011,10-02-2011,First Class
LW-17215,CA-2014-166128,12-04-2014,19-04-2014,Standard Class
LW-17215,CA-2014-166128,12-04-2014,19-04-2014,Standard Class
JW-15955,CA-2014-163510,26-12-2014,29-12-2014,Second Class
JW-15955,CA-2014-163510,26-12-2014,29-12-2014,Second Class
SC-20050,US-2014-143028,12-04-2014,19-04-2014,Standard Class
RW-19630,CA-2011-111150,31-12-2011,04-01-2012,Standard Class
RW-19630,CA-2011-111150,31-12-2011,04-01-2012,Standard Class
CM-12190,CA-2014-165386,04-08-2014,05-08-2014,First Class
JF-15190,CA-2011-116407,15-11-2011,21-11-2011,Standard Class
JF-15190,CA-2011-116407,15-11-2011,21-11-2011,Standard Class
JF-15190,CA-2011-116407,15-11-2011,21-11-2011,Standard Class
SC-20800,CA-2012-155761,11-12-2012,11-12-2012,Same Day
SC-20800,CA-2012-155761,11-12-2012,11-12-2012,Same Day
AM-10705,CA-2013-145905,19-09-2013,24-09-2013,Standard Class
AM-10705,CA-2013-145905,19-09-2013,24-09-2013,Standard Class
AM-10705,CA-2013-145905,19-09-2013,24-09-2013,Standard Class
BK-11260,CA-2012-113110,19-03-2012,23-03-2012,Standard Class
BK-11260,CA-2012-113110,19-03-2012,23-03-2012,Standard Class
BK-11260,CA-2012-113110,19-03-2012,23-03-2012,Standard Class
BK-11260,CA-2012-113110,19-03-2012,23-03-2012,Standard Class
RH-19510,CA-2013-168354,20-09-2013,22-09-2013,First Class
RH-19510,CA-2013-168354,20-09-2013,22-09-2013,First Class
RH-19510,CA-2013-168354,20-09-2013,22-09-2013,First Class
RH-19510,CA-2013-168354,20-09-2013,22-09-2013,First Class
GM-14500,US-2014-111241,21-08-2014,23-08-2014,Second Class
MC-17275,CA-2012-114237,13-03-2012,15-03-2012,First Class
VM-21685,CA-2013-113516,09-09-2013,11-09-2013,Second Class
VM-21685,CA-2013-113516,09-09-2013,11-09-2013,Second Class
GP-14740,CA-2012-117961,26-11-2012,30-11-2012,Standard Class
GP-14740,CA-2012-117961,26-11-2012,30-11-2012,Standard Class
GP-14740,CA-2012-117961,26-11-2012,30-11-2012,Standard Class
GP-14740,CA-2012-117961,26-11-2012,30-11-2012,Standard Class
GB-14530,CA-2013-128923,10-12-2013,14-12-2013,Standard Class
GB-14530,CA-2013-128923,10-12-2013,14-12-2013,Standard Class
CT-11995,CA-2014-162481,26-09-2014,30-09-2014,Standard Class
CT-11995,CA-2014-162481,26-09-2014,30-09-2014,Standard Class
CW-11905,CA-2012-119214,23-01-2012,27-01-2012,Standard Class
CW-11905,CA-2012-119214,23-01-2012,27-01-2012,Standard Class
SN-20560,CA-2012-122287,18-06-2012,23-06-2012,Standard Class
SN-20560,CA-2012-122287,18-06-2012,23-06-2012,Standard Class
SN-20560,CA-2012-122287,18-06-2012,23-06-2012,Standard Class
SN-20560,CA-2012-122287,18-06-2012,23-06-2012,Standard Class
EB-13705,CA-2012-104493,02-10-2012,08-10-2012,Standard Class
JW-15220,US-2014-158946,19-11-2014,24-11-2014,Standard Class
KB-16585,CA-2011-129168,17-08-2011,23-08-2011,Standard Class
MC-17590,CA-2013-131835,18-07-2013,22-07-2013,Standard Class
MC-17590,CA-2013-131835,18-07-2013,22-07-2013,Standard Class
MC-17590,CA-2013-131835,18-07-2013,22-07-2013,Standard Class
CK-12595,CA-2012-142237,11-07-2012,13-07-2012,First Class
CK-12595,CA-2012-142237,11-07-2012,13-07-2012,First Class
CK-12595,CA-2012-142237,11-07-2012,13-07-2012,First Class
CK-12595,CA-2012-142237,11-07-2012,13-07-2012,First Class
CK-12595,CA-2012-142237,11-07-2012,13-07-2012,First Class
CK-12595,CA-2012-142237,11-07-2012,13-07-2012,First Class
RD-19480,CA-2013-136434,02-12-2013,08-12-2013,Standard Class
TP-21130,CA-2014-120376,23-12-2014,26-12-2014,First Class
TP-21130,CA-2014-120376,23-12-2014,26-12-2014,First Class
TP-21130,CA-2014-120376,23-12-2014,26-12-2014,First Class
TP-21130,CA-2014-120376,23-12-2014,26-12-2014,First Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
GG-14650,CA-2011-106439,31-10-2011,04-11-2011,Standard Class
ZC-21910,CA-2012-133452,13-04-2012,19-04-2012,Standard Class
ZC-21910,CA-2012-133452,13-04-2012,19-04-2012,Standard Class
CC-12610,CA-2013-146521,22-07-2013,24-07-2013,Second Class
KA-16525,US-2014-110996,21-11-2014,26-11-2014,Standard Class
TC-20980,CA-2013-129693,27-11-2013,03-12-2013,Standard Class
DB-13270,CA-2014-122504,08-11-2014,13-11-2014,Second Class
DB-13270,CA-2014-122504,08-11-2014,13-11-2014,Second Class
TR-21325,CA-2011-131051,01-12-2011,05-12-2011,Standard Class
BF-11080,CA-2014-140676,13-09-2014,16-09-2014,First Class
BF-11080,CA-2014-140676,13-09-2014,16-09-2014,First Class
BF-11080,CA-2014-140676,13-09-2014,16-09-2014,First Class
MS-17365,CA-2012-120103,24-12-2012,29-12-2012,Standard Class
MS-17365,CA-2012-120103,24-12-2012,29-12-2012,Standard Class
MS-17365,CA-2012-120103,24-12-2012,29-12-2012,Standard Class
CK-12595,CA-2014-104647,24-02-2014,02-03-2014,Standard Class
ED-13885,CA-2011-110352,23-11-2011,29-11-2011,Standard Class
IM-15070,CA-2013-140501,24-06-2013,29-06-2013,Standard Class
IM-15070,CA-2013-140501,24-06-2013,29-06-2013,Standard Class
IM-15070,CA-2013-140501,24-06-2013,29-06-2013,Standard Class
IM-15070,CA-2013-140501,24-06-2013,29-06-2013,Standard Class
IM-15070,CA-2013-140501,24-06-2013,29-06-2013,Standard Class
MY-17380,CA-2012-139290,26-10-2012,30-10-2012,Standard Class
MM-17260,CA-2014-166142,16-07-2014,20-07-2014,Standard Class
MM-17260,CA-2014-166142,16-07-2014,20-07-2014,Standard Class
MP-17470,CA-2011-145926,17-11-2011,21-11-2011,Standard Class
AW-10840,CA-2012-149678,13-04-2012,15-04-2012,Second Class
SF-20065,US-2012-164357,25-11-2012,29-11-2012,Standard Class
SN-20710,US-2013-146570,16-05-2013,21-05-2013,Standard Class
SN-20710,US-2013-146570,16-05-2013,21-05-2013,Standard Class
SN-20710,US-2013-146570,16-05-2013,21-05-2013,Standard Class
RD-19900,CA-2014-124401,08-09-2014,13-09-2014,Standard Class
RD-19900,CA-2014-124401,08-09-2014,13-09-2014,Standard Class
KT-16480,US-2011-140116,10-03-2011,17-03-2011,Standard Class
KT-16480,US-2011-140116,10-03-2011,17-03-2011,Standard Class
AH-10120,CA-2011-123295,18-07-2011,18-07-2011,Same Day
BM-11650,CA-2014-167101,25-03-2014,29-03-2014,Second Class
BM-11650,CA-2014-167101,25-03-2014,29-03-2014,Second Class
BW-11200,US-2011-167633,30-09-2011,05-10-2011,Standard Class
HG-14965,US-2011-152723,26-09-2011,26-09-2011,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
SG-20080,CA-2012-164882,31-10-2012,31-10-2012,Same Day
RK-19300,CA-2012-159786,12-10-2012,17-10-2012,Second Class
SW-20245,CA-2013-130267,20-09-2013,24-09-2013,Standard Class
RW-19630,CA-2014-155460,14-04-2014,16-04-2014,First Class
RW-19630,CA-2014-155460,14-04-2014,16-04-2014,First Class
TS-21085,US-2014-168690,08-01-2014,14-01-2014,Standard Class
JB-15400,CA-2014-158246,10-11-2014,12-11-2014,First Class
EH-14005,CA-2014-167381,23-09-2014,25-09-2014,Second Class
EH-14005,CA-2014-167381,23-09-2014,25-09-2014,Second Class
EH-14005,CA-2014-144862,02-12-2014,06-12-2014,Standard Class
EH-14005,CA-2014-144862,02-12-2014,06-12-2014,Standard Class
BS-11665,CA-2011-126032,23-06-2011,28-06-2011,Standard Class
JK-16120,CA-2012-134859,04-10-2012,09-10-2012,Standard Class
JK-16120,CA-2012-134859,04-10-2012,09-10-2012,Standard Class
RF-19345,US-2011-114188,20-05-2011,22-05-2011,Second Class
RF-19345,US-2011-114188,20-05-2011,22-05-2011,Second Class
RF-19345,US-2011-114188,20-05-2011,22-05-2011,Second Class
DL-12865,CA-2012-156524,20-11-2012,26-11-2012,Standard Class
WB-21850,CA-2012-122210,30-11-2012,04-12-2012,Standard Class
WB-21850,CA-2012-122210,30-11-2012,04-12-2012,Standard Class
WB-21850,CA-2012-122210,30-11-2012,04-12-2012,Standard Class
TB-21625,CA-2012-156377,31-12-2012,05-01-2013,Standard Class
TB-21625,CA-2012-156377,31-12-2012,05-01-2013,Standard Class
CB-12415,US-2014-157896,17-11-2014,17-11-2014,Same Day
GT-14635,CA-2011-159520,06-06-2011,11-06-2011,Standard Class
GT-14635,CA-2011-159520,06-06-2011,11-06-2011,Standard Class
GT-14635,CA-2011-159520,06-06-2011,11-06-2011,Standard Class
DK-13225,CA-2013-155481,02-09-2013,06-09-2013,Standard Class
DK-13225,CA-2013-155481,02-09-2013,06-09-2013,Standard Class
DK-13225,CA-2013-155481,02-09-2013,06-09-2013,Standard Class
TS-21160,US-2013-152051,26-06-2013,30-06-2013,Standard Class
TS-21160,US-2013-152051,26-06-2013,30-06-2013,Standard Class
TS-21160,US-2013-152051,26-06-2013,30-06-2013,Standard Class
WB-21850,CA-2011-141607,12-12-2011,17-12-2011,Standard Class
DO-13435,CA-2014-102771,01-04-2014,06-04-2014,Standard Class
AF-10870,US-2014-139969,20-11-2014,27-11-2014,Standard Class
RB-19435,CA-2011-167360,24-11-2011,29-11-2011,Second Class
AR-10540,CA-2012-123505,22-11-2012,26-11-2012,Standard Class
DR-12880,CA-2013-117282,15-07-2013,19-07-2013,Standard Class
BF-11170,US-2013-120460,01-05-2013,06-05-2013,Standard Class
LB-16735,CA-2013-111115,26-07-2013,28-07-2013,Second Class
DV-13465,CA-2011-124646,22-06-2011,24-06-2011,First Class
DV-13465,CA-2011-124646,22-06-2011,24-06-2011,First Class
NK-18490,CA-2014-148166,22-10-2014,27-10-2014,Standard Class
CS-11950,CA-2013-159737,04-09-2013,10-09-2013,Standard Class
LH-17155,CA-2013-141019,15-05-2013,15-05-2013,Same Day
DW-13480,CA-2013-101938,07-01-2013,12-01-2013,Standard Class
KF-16285,CA-2014-166296,14-03-2014,20-03-2014,Standard Class
HA-14920,CA-2013-154018,14-10-2013,20-10-2013,Standard Class
HA-14920,CA-2013-154018,14-10-2013,20-10-2013,Standard Class
HA-14920,CA-2013-154018,14-10-2013,20-10-2013,Standard Class
HA-14920,CA-2013-154018,14-10-2013,20-10-2013,Standard Class
HA-14920,CA-2013-154018,14-10-2013,20-10-2013,Standard Class
JH-15820,CA-2014-117870,28-01-2014,31-01-2014,Second Class
JH-15820,CA-2014-117870,28-01-2014,31-01-2014,Second Class
JH-15820,CA-2014-117870,28-01-2014,31-01-2014,Second Class
LC-16930,US-2014-137491,20-11-2014,26-11-2014,Standard Class
IL-15100,CA-2011-152296,01-08-2011,03-08-2011,First Class
LS-16975,CA-2013-112025,31-07-2013,05-08-2013,Standard Class
CC-12610,CA-2012-132507,30-07-2012,03-08-2012,Second Class
PB-18805,CA-2013-125738,16-10-2013,22-10-2013,Standard Class
PB-18805,CA-2013-125738,16-10-2013,22-10-2013,Standard Class
PB-18805,CA-2013-125738,16-10-2013,22-10-2013,Standard Class
PB-18805,CA-2013-125738,16-10-2013,22-10-2013,Standard Class
CJ-12010,CA-2013-128818,08-05-2013,12-05-2013,Standard Class
CJ-12010,CA-2013-128818,08-05-2013,12-05-2013,Standard Class
CJ-12010,CA-2013-128818,08-05-2013,12-05-2013,Standard Class
CJ-12010,CA-2013-128818,08-05-2013,12-05-2013,Standard Class
CJ-12010,CA-2013-128818,08-05-2013,12-05-2013,Standard Class
CJ-12010,CA-2013-128818,08-05-2013,12-05-2013,Standard Class
HK-14890,CA-2014-124576,02-08-2014,05-08-2014,Second Class
RH-19600,CA-2013-101378,15-07-2013,15-07-2013,Same Day
IL-15100,CA-2014-143063,11-08-2014,16-08-2014,Standard Class
IL-15100,CA-2014-143063,11-08-2014,16-08-2014,Standard Class
IL-15100,CA-2014-143063,11-08-2014,16-08-2014,Standard Class
AS-10240,CA-2013-118913,26-06-2013,30-06-2013,Standard Class
AP-10915,CA-2013-128412,11-12-2013,18-12-2013,Standard Class
AP-10915,CA-2013-128412,11-12-2013,18-12-2013,Standard Class
AP-10915,CA-2013-128412,11-12-2013,18-12-2013,Standard Class
AP-10915,CA-2013-128412,11-12-2013,18-12-2013,Standard Class
AP-10915,CA-2013-128412,11-12-2013,18-12-2013,Standard Class
AG-10390,CA-2013-136483,02-12-2013,07-12-2013,Standard Class
BF-11080,CA-2011-163013,28-11-2011,04-12-2011,Standard Class
CK-12205,CA-2012-135363,28-03-2012,02-04-2012,Standard Class
CK-12205,CA-2012-135363,28-03-2012,02-04-2012,Standard Class
LT-17110,US-2011-165659,01-06-2011,06-06-2011,Standard Class
LT-17110,US-2011-165659,01-06-2011,06-06-2011,Standard Class
BT-11305,CA-2012-138002,06-09-2012,12-09-2012,Standard Class
BT-11305,CA-2012-138002,06-09-2012,12-09-2012,Standard Class
SC-20725,CA-2012-128860,29-06-2012,05-07-2012,Standard Class
CG-12040,CA-2013-164350,11-09-2013,13-09-2013,Second Class
AW-10930,US-2011-103905,14-07-2011,20-07-2011,Standard Class
AW-10930,US-2011-103905,14-07-2011,20-07-2011,Standard Class
RB-19705,CA-2012-129854,22-08-2012,26-08-2012,Standard Class
ML-17410,CA-2011-125556,14-11-2011,16-11-2011,Second Class
ML-17410,CA-2011-125556,14-11-2011,16-11-2011,Second Class
VB-21745,CA-2013-162313,28-11-2013,01-12-2013,First Class
SW-20275,CA-2014-107874,22-11-2014,26-11-2014,Standard Class
NS-18505,CA-2014-129378,02-10-2014,03-10-2014,First Class
NS-18505,CA-2014-129378,02-10-2014,03-10-2014,First Class
NS-18505,CA-2014-129378,02-10-2014,03-10-2014,First Class
NS-18505,CA-2014-129378,02-10-2014,03-10-2014,First Class
DB-13555,CA-2011-151953,20-09-2011,25-09-2011,Standard Class
MH-17620,CA-2014-130841,29-07-2014,02-08-2014,Standard Class
MH-17620,CA-2014-130841,29-07-2014,02-08-2014,Standard Class
MH-17620,CA-2014-130841,29-07-2014,02-08-2014,Standard Class
DK-13375,CA-2012-131884,06-12-2012,06-12-2012,Same Day
DK-13375,CA-2012-131884,06-12-2012,06-12-2012,Same Day
DK-13375,CA-2012-131884,06-12-2012,06-12-2012,Same Day
EA-14035,CA-2014-121909,01-08-2014,06-08-2014,Standard Class
BT-11440,CA-2013-106383,20-03-2013,22-03-2013,Second Class
LA-16780,CA-2014-130771,30-07-2014,04-08-2014,Standard Class
LA-16780,CA-2014-130771,30-07-2014,04-08-2014,Standard Class
GM-14680,CA-2013-139157,02-10-2013,06-10-2013,Standard Class
AA-10315,CA-2011-128055,31-03-2011,05-04-2011,Standard Class
AA-10315,CA-2011-128055,31-03-2011,05-04-2011,Standard Class
DB-13405,CA-2014-157091,27-06-2014,02-07-2014,Standard Class
JH-15820,CA-2014-132122,10-07-2014,15-07-2014,Standard Class
DJ-13630,CA-2012-123232,14-12-2012,16-12-2012,Second Class
QJ-19255,CA-2014-104066,06-12-2014,11-12-2014,Standard Class
CT-11995,CA-2012-145849,15-09-2012,17-09-2012,Second Class
CT-11995,CA-2012-145849,15-09-2012,17-09-2012,Second Class
RH-19510,CA-2013-122322,16-07-2013,22-07-2013,Standard Class
SJ-20125,CA-2014-166849,21-04-2014,27-04-2014,Standard Class
TG-21310,CA-2013-146633,16-11-2013,18-11-2013,Second Class
TG-21310,CA-2013-146633,16-11-2013,18-11-2013,Second Class
CT-11995,US-2013-126893,27-11-2013,02-12-2013,Standard Class
BF-11005,CA-2014-103380,22-11-2014,26-11-2014,Standard Class
BF-11005,CA-2014-103380,22-11-2014,26-11-2014,Standard Class
BF-11005,CA-2014-103380,22-11-2014,26-11-2014,Standard Class
BF-11005,CA-2014-103380,22-11-2014,26-11-2014,Standard Class
BF-11005,CA-2014-103380,22-11-2014,26-11-2014,Standard Class
JM-16195,CA-2012-116092,15-02-2012,18-02-2012,Second Class
JM-16195,CA-2012-116092,15-02-2012,18-02-2012,Second Class
JM-16195,CA-2012-116092,15-02-2012,18-02-2012,Second Class
JM-16195,CA-2012-116092,15-02-2012,18-02-2012,Second Class
JM-16195,CA-2012-116092,15-02-2012,18-02-2012,Second Class
JK-16120,CA-2013-117849,16-04-2013,18-04-2013,Second Class
HG-14965,CA-2012-169201,28-09-2012,01-10-2012,First Class
HG-14965,CA-2012-169201,28-09-2012,01-10-2012,First Class
LA-16780,CA-2013-164091,18-09-2013,23-09-2013,Standard Class
LA-16780,CA-2013-164091,18-09-2013,23-09-2013,Standard Class
TS-21610,CA-2014-105214,17-06-2014,20-06-2014,First Class
TS-21610,CA-2014-105214,17-06-2014,20-06-2014,First Class
MZ-17335,CA-2012-117611,08-11-2012,10-11-2012,Second Class
MZ-17335,CA-2012-117611,08-11-2012,10-11-2012,Second Class
MW-18220,US-2012-137960,18-12-2012,18-12-2012,Same Day
MV-17485,CA-2014-122994,07-02-2014,10-02-2014,First Class
AA-10375,CA-2013-131065,15-11-2013,17-11-2013,Second Class
AA-10375,CA-2013-131065,15-11-2013,17-11-2013,Second Class
AA-10375,CA-2013-131065,15-11-2013,17-11-2013,Second Class
SM-20320,CA-2014-149146,13-10-2014,13-10-2014,Same Day
TP-21415,CA-2014-137470,18-09-2014,18-09-2014,Same Day
DK-13225,CA-2014-105480,21-12-2014,27-12-2014,Standard Class
DK-13225,CA-2014-105480,21-12-2014,27-12-2014,Standard Class
MK-17905,CA-2014-164917,03-12-2014,08-12-2014,Standard Class
CS-12130,CA-2012-102036,21-09-2012,27-09-2012,Standard Class
JL-15850,CA-2012-142944,06-03-2012,11-03-2012,Standard Class
JL-15850,CA-2012-142944,06-03-2012,11-03-2012,Standard Class
AR-10405,CA-2011-157882,03-10-2011,08-10-2011,Second Class
AR-10405,CA-2011-157882,03-10-2011,08-10-2011,Second Class
LM-17065,CA-2011-104283,27-06-2011,01-07-2011,Standard Class
LM-17065,CA-2011-104283,27-06-2011,01-07-2011,Standard Class
