Customer ID,Order ID,Region,Product ID,Category,Sub-Category,Product Name
CW-11905,405-2756529-8689123,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4"""
CW-11905,407-6965720-0843551,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500
SN-20560,404-8525115-3493163,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922
SN-20560,404-3370292-0401110,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
SN-20560,404-8606213-6076346,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts
SN-20560,403-3999249-0570763,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
EB-13705,404-1227975-7409927,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips
JW-15220,407-1752636-9445159,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner
KB-16585,408-4376013-4211521,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203
MC-17590,404-6204825-9085913,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center
MC-17590,404-5211118-9997102,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker
MC-17590,403-7659532-1672336,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
CK-12595,408-0200358-6041967,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
CK-12595,403-5857689-3532303,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
CK-12595,404-5172601-7596324,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips
CK-12595,402-7765194-7677124,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
CK-12595,402-2836291-6832332,East,OFF-AR-10003732,Office Supplies,Art,Newell 333
CK-12595,407-7032900-9102725,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige"
RD-19480,406-0843035-6872369,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
TP-21130,171-3045745-1353956,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000
TP-21130,171-9512438-9389959,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair
TP-21130,403-1891157-7625125,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard
TP-21130,171-6513341-1148308,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables
GG-14650,406-5248033-8120310,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples
GG-14650,405-6003990-2038700,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
GG-14650,404-1941839-3360319,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
GG-14650,171-4848506-9169918,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952
GG-14650,408-4397078-1877956,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
GG-14650,408-1387279-5661926,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units
GG-14650,406-0317784-3647538,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
GG-14650,171-1582874-8197145,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB
GG-14650,402-8481865-0845924,West,OFF-AR-10001419,Office Supplies,Art,Newell 325
ZC-21910,407-8699712-7129943,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset
ZC-21910,402-5282932-6585941,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables
CC-12610,171-5393695-9460348,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
KA-16525,408-7664192-2708342,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair
TC-20980,405-8581606-2167554,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
DB-13270,405-4334043-4668361,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
DB-13270,171-7759791-4183521,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
TR-21325,402-1336989-5856302,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
BF-11080,405-8393493-7140339,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
BF-11080,404-4780618-5588361,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
BF-11080,405-8531562-6961911,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939
MS-17365,408-1525442-6252335,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations
MS-17365,404-6495532-6034723,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone
MS-17365,402-7404364-7825927,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers
CK-12595,402-7304109-3469944,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
ED-13885,408-5261111-7951542,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
IM-15070,171-5012923-4608350,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
IM-15070,403-6083581-0026753,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52
IM-15070,403-7019094-1113158,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
IM-15070,408-4613638-7006765,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper
IM-15070,171-4115262-8763502,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC
MY-17380,407-2362284-4507534,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507
MM-17260,406-3632521-5060318,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs
MM-17260,408-6016431-2842735,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
MP-17470,407-3875557-5277938,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair
AW-10840,402-1856762-7029928,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener
SF-20065,171-7807544-4931504,South,OFF-AR-10001177,Office Supplies,Art,Newell 349
SN-20710,406-3934679-9617915,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
SN-20710,407-1739162-7473945,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
SN-20710,171-5699218-3238749,South,OFF-AR-10003856,Office Supplies,Art,Newell 344
RD-19900,405-9324401-8700345,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File
RD-19900,171-0853416-8442754,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705
KT-16480,408-7733659-5569911,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers
KT-16480,405-3822611-8737151,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
AH-10120,402-7248383-3839525,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
BM-11650,405-9376741-6381951,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888
BM-11650,408-2205948-2498738,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB
BW-11200,406-4092243-2219507,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217
HG-14965,405-1197758-1637964,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch
SG-20080,408-4448823-4227532,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191
SG-20080,408-2270446-9905109,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
SG-20080,403-5057919-7279569,West,OFF-AR-10004272,Office Supplies,Art,Newell 308
SG-20080,402-0688231-1653124,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips
SG-20080,408-0983994-1719528,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray"
SG-20080,171-9750522-7013130,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
SG-20080,171-0797172-0785118,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone
SG-20080,402-8944644-5629159,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube
SG-20080,408-0908889-7114705,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases
RK-19300,171-1044209-0397941,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
SW-20245,408-2819622-6873118,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream"
RW-19630,171-6570206-9761930,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
RW-19630,403-5482332-6106756,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine
TS-21085,403-2334781-1809110,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets
JB-15400,403-4785424-4678724,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black"
EH-14005,408-6177793-2667547,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
EH-14005,406-5847249-9958750,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511
EH-14005,408-3345680-3780344,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes
EH-14005,402-6142342-9924348,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
BS-11665,402-2710300-6710716,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
JK-16120,403-2596702-6514760,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
JK-16120,405-8485793-2548363,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946
RF-19345,402-8557730-0072324,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor
RF-19345,405-4565903-4299568,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack"
RF-19345,407-4003600-0896357,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock
DL-12865,403-8771299-4105945,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
WB-21850,403-6673881-9872368,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
WB-21850,405-7622200-4691562,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
WB-21850,406-2454684-7585134,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset
TB-21625,171-6287821-0153166,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
TB-21625,408-0782945-5040343,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
CB-12415,171-3264758-6929169,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper
GT-14635,171-1587240-6125147,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
GT-14635,406-2079098-8789933,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers
GT-14635,404-4693257-2362768,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
DK-13225,408-2348004-6239507,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
DK-13225,406-7922708-4077955,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
DK-13225,402-0630407-8338763,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples
TS-21160,406-6707372-0006700,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
TS-21160,408-8650666-8560353,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips
TS-21160,408-5991216-1716364,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
WB-21850,405-4962143-9534708,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
DO-13435,408-6924949-4621941,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet
AF-10870,403-8181676-8705930,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame
RB-19435,407-2975264-9647531,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive
AR-10540,403-2105935-0090702,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970
DR-12880,171-8348578-5607506,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs
BF-11170,403-3329838-9233131,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame
LB-16735,407-5263296-1014753,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips
DV-13465,404-2456272-1917924,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
DV-13465,404-9270302-7523523,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer
NK-18490,171-5520364-6189957,South,OFF-AR-10004956,Office Supplies,Art,Newell 33
CS-11950,171-3696524-5536358,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
LH-17155,406-2081505-1858706,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
DW-13480,405-4998509-2410735,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
KF-16285,405-1536760-2101952,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
HA-14920,406-2282143-0463568,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset
HA-14920,403-2240141-6287513,Central,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes
HA-14920,408-9642457-7973163,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats"
HA-14920,402-1066956-4303566,Central,OFF-AR-10002067,Office Supplies,Art,Newell 334
HA-14920,402-5662161-8277132,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders
JH-15820,408-8447246-2180344,East,OFF-AR-10004078,Office Supplies,Art,Newell 312
JH-15820,403-1799426-0294728,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand 
JH-15820,407-6159634-3080303,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
LC-16930,402-9595202-8226739,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
IL-15100,407-2258000-0430715,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
LS-16975,408-4225652-6758727,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
CC-12610,404-1122446-4561116,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
PB-18805,405-9347902-5844303,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982
PB-18805,407-2591048-6591534,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986
PB-18805,403-2805557-0853950,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
PB-18805,171-3497301-6427555,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
CJ-12010,402-5034342-3023569,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
CJ-12010,171-5312004-9387546,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
CJ-12010,407-8867334-1140354,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair
CJ-12010,406-9446954-7062714,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
CJ-12010,406-7321631-8224320,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
CJ-12010,405-5586805-1537908,East,FUR-FU-10001940,Furniture,Furnishings,Staples
HK-14890,407-6094579-5686709,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
RH-19600,406-7090376-3457165,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard
IL-15100,404-8504076-8217919,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staples
IL-15100,404-2338206-0142767,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
IL-15100,408-4635432-3177965,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone
AS-10240,402-8685807-6032334,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector
AP-10915,171-8863915-6445930,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
AP-10915,171-6103825-5120367,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier
AP-10915,405-2532640-9495525,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988
AP-10915,408-6919175-4014737,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers
AP-10915,408-1377893-4201968,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
AG-10390,407-2973647-3153939,South,OFF-AR-10000940,Office Supplies,Art,Newell 343
BF-11080,406-5435432-0242769,South,OFF-AR-10001954,Office Supplies,Art,Newell 331
CK-12205,405-4144703-2222723,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999
CK-12205,402-9928883-7464330,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
LT-17110,402-5473230-2701115,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive
LT-17110,404-7417784-3337165,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1
BT-11305,403-3193172-0396353,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders
BT-11305,402-7778700-7263507,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock"
SC-20725,403-0357124-9386757,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany"
CG-12040,406-5751061-5681917,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray"
AW-10930,407-4444511-1581134,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
AW-10930,405-7791614-9473957,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
RB-19705,408-8445227-5237120,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder
ML-17410,407-7811221-3173150,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone
ML-17410,407-1707867-1636331,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch
VB-21745,171-3516560-6733154,Central,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum
SW-20275,405-3663704-8509900,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
NS-18505,407-8179925-9973912,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
NS-18505,408-4617588-3569908,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders
NS-18505,408-1829693-5283553,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'"
NS-18505,171-1154588-6404304,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
DB-13555,405-3416487-9394707,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk
MH-17620,171-8884808-4298724,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets
MH-17620,405-1594860-1671550,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File
MH-17620,404-9870920-0576312,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster
DK-13375,404-9462174-8728314,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone
DK-13375,405-6565611-0863510,East,OFF-AR-10004078,Office Supplies,Art,Newell 312
DK-13375,404-5696872-3444314,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair
EA-14035,402-6675041-6139565,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991
BT-11440,402-5346427-0989143,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
LA-16780,405-7653099-6429160,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins
LA-16780,406-4113286-8981964,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301
GM-14680,404-7667939-5506720,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
AA-10315,407-4062685-5614768,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
AA-10315,402-8221994-9144305,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
DB-13405,405-3616485-1287557,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
JH-15820,405-4810338-2320326,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders
DJ-13630,402-8277187-0355525,West,TEC-PH-10001051,Technology,Phones,HTC One
QJ-19255,404-8580539-8801920,East,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
CT-11995,405-6575169-1710717,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers
CT-11995,408-0100238-4889935,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter
RH-19510,402-4283024-0541101,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors
SJ-20125,402-1664225-8969155,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets
TG-21310,402-8088525-2997108,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
TG-21310,405-8772606-5061131,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
CT-11995,406-3305547-3686710,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone
BF-11005,402-3371998-4183556,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager
BF-11005,171-2567441-8984357,West,OFF-AR-10003856,Office Supplies,Art,Newell 344
BF-11005,403-4525295-5316340,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
BF-11005,404-8643821-6142725,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
BF-11005,404-5160980-1137124,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone
JM-16195,405-3589580-3997913,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959
JM-16195,405-4731048-2917164,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
JM-16195,407-6923106-9409118,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders
JM-16195,406-6197264-6778753,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center
JM-16195,406-3388542-6578713,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22
JK-16120,403-6562456-6880358,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911
HG-14965,405-9573397-6592342,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber
HG-14965,403-1855610-2487568,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier
LA-16780,405-9764204-6129955,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
LA-16780,404-8987122-2033115,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
TS-21610,404-0861355-2970727,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs
TS-21610,402-0831137-4853159,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
MZ-17335,408-9250434-4896326,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips
MZ-17335,407-7672746-4267530,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
MW-18220,171-7073993-4094733,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp
MV-17485,402-6767778-0781934,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
AA-10375,408-2289950-3848312,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard
AA-10375,407-4269099-5537949,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
AA-10375,405-8849473-1733917,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"""
